server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:01:30,21:02:00,10072.77,132.34,Possible DDoS
server_1,21:01:40,21:02:10,10072.77,82.9,Possible DDoS
server_1,21:01:50,21:02:20,10072.77,1333.73,Possible DDoS
server_1,21:02:00,21:02:30,2909.05,1333.73,
server_1,21:02:10,21:02:40,2909.05,1333.73,
server_1,21:02:20,21:02:50,3983.0,1001.37,Possible DDoS
server_1,21:02:30,21:03:00,3983.0,1001.37,Possible DDoS
server_1,21:02:40,21:03:10,3983.0,1001.37,Possible DDoS
server_1,21:02:50,21:03:20,900.87,154.82,
server_1,21:03:00,21:03:30,2604.04,954.25,
server_1,21:03:10,21:03:40,11476.31,954.25,Possible DDoS
server_1,21:03:20,21:03:50,11476.31,954.25,Possible DDoS
server_1,21:03:30,21:04:00,11476.31,154.17,Possible DDoS
server_1,21:03:40,21:04:10,883.09,154.17,
server_1,21:03:50,21:04:20,992.52,154.17,
server_1,21:04:00,21:04:30,992.52,148.73,
server_1,21:04:10,21:04:40,992.52,148.73,
server_1,21:04:20,21:04:50,950.98,8825.58,Disk thrash suspected
server_1,21:04:30,21:05:00,950.98,8825.58,Disk thrash suspected
server_1,21:04:40,21:05:10,665.95,8825.58,Disk thrash suspected
server_1,21:04:50,21:05:20,1004.29,4261.87,Disk thrash suspected
server_1,21:05:00,21:05:30,1004.29,4261.87,Disk thrash suspected
server_1,21:05:10,21:05:40,1004.29,175.43,
server_1,21:05:20,21:05:50,969.07,102.86,
server_1,21:05:30,21:06:00,969.07,82.25,
server_1,21:05:40,21:06:10,14345.58,101.11,Possible DDoS
server_1,21:05:50,21:06:20,14345.58,3621.55,Network flood + Disk thrash suspected
server_1,21:06:00,21:06:30,14345.58,3621.55,Network flood + Disk thrash suspected
server_1,21:06:10,21:06:40,6696.61,3621.55,Network flood + Disk thrash suspected
server_1,21:06:20,21:06:50,6696.61,50.46,Possible DDoS
server_1,21:06:30,21:07:00,6696.61,115.24,Possible DDoS
server_1,21:06:40,21:07:10,870.41,115.24,
server_1,21:06:50,21:07:20,910.27,115.24,
server_1,21:07:00,21:07:30,973.77,105.69,
server_1,21:07:10,21:07:40,3072.34,1122.85,
server_1,21:07:20,21:07:50,16193.92,1122.85,Possible DDoS
server_1,21:07:30,21:08:00,16193.92,1122.85,Possible DDoS
server_1,21:07:40,21:08:10,16193.92,59.5,Possible DDoS
server_1,21:07:50,21:08:20,2113.2,626.27,
server_1,21:08:00,21:08:30,2113.2,626.27,
server_1,21:08:10,21:08:40,2113.2,7127.68,Disk thrash suspected
server_1,21:08:20,21:08:50,1017.76,7127.68,Disk thrash suspected
server_1,21:08:30,21:09:00,18493.18,7127.68,Network flood + Disk thrash suspected
server_1,21:08:40,21:09:10,18493.18,9705.54,Network flood + Disk thrash suspected
server_1,21:08:50,21:09:20,18493.18,9705.54,Network flood + Disk thrash suspected
server_1,21:09:00,21:09:30,3517.98,9705.54,Disk thrash suspected
server_1,21:09:10,21:09:40,856.27,139.24,
server_1,21:09:20,21:09:50,967.58,139.24,
server_1,21:09:30,21:10:00,3306.95,1851.48,
server_1,21:09:40,21:10:10,13782.71,1851.48,Possible DDoS
server_1,21:09:50,21:10:20,13782.71,1851.48,Possible DDoS
server_1,21:10:00,21:10:30,13782.71,1365.85,Possible DDoS
server_1,21:10:10,21:10:40,2375.73,6723.13,Disk thrash suspected
server_1,21:10:20,21:10:50,967.63,6723.13,Disk thrash suspected
server_1,21:10:30,21:11:00,967.63,6723.13,Disk thrash suspected
server_1,21:10:40,21:11:10,2328.8,5240.82,Disk thrash suspected
server_1,21:10:50,21:11:20,19762.27,836.27,Possible DDoS
server_1,21:11:00,21:11:30,19762.27,836.27,Possible DDoS
server_1,21:11:10,21:11:40,19762.27,1725.64,Possible DDoS
server_1,21:11:20,21:11:50,15893.56,1725.64,Possible DDoS
server_1,21:11:30,21:12:00,4860.89,1725.64,Possible DDoS
server_1,21:11:40,21:12:10,884.06,113.01,
server_1,21:11:50,21:12:20,2669.67,781.58,
server_1,21:12:00,21:12:30,2669.67,781.58,
server_1,21:12:10,21:12:40,2669.67,781.58,
server_1,21:12:20,21:12:50,4243.77,1787.37,Possible DDoS
server_1,21:12:30,21:13:00,4243.77,1799.22,Possible DDoS
server_1,21:12:40,21:13:10,4243.77,1799.22,Possible DDoS
server_1,21:12:50,21:13:20,1987.72,4799.8,Disk thrash suspected
server_1,21:13:00,21:13:30,885.39,4799.8,Disk thrash suspected
server_1,21:13:10,21:13:40,1761.4,4799.8,Disk thrash suspected
server_1,21:13:20,21:13:50,4270.58,1028.84,Possible DDoS
server_1,21:13:30,21:14:00,4270.58,1335.7,Possible DDoS
server_1,21:13:40,21:14:10,4270.58,1335.7,Possible DDoS
server_1,21:13:50,21:14:20,17525.41,1335.7,Possible DDoS
server_1,21:14:00,21:14:30,17525.41,8339.38,Network flood + Disk thrash suspected
server_1,21:14:10,21:14:40,17525.41,8339.38,Network flood + Disk thrash suspected
server_1,21:14:20,21:14:50,15635.73,8534.19,Network flood + Disk thrash suspected
server_1,21:14:30,21:15:00,15635.73,8534.19,Network flood + Disk thrash suspected
server_1,21:14:40,21:15:10,1383.33,8534.19,Disk thrash suspected
server_1,21:14:50,21:15:20,1009.38,154.56,
server_1,21:15:00,21:15:30,1009.38,8931.51,Disk thrash suspected
server_1,21:15:10,21:15:40,1009.38,8931.51,Disk thrash suspected
server_1,21:15:20,21:15:50,911.14,8931.51,Disk thrash suspected
server_1,21:15:30,21:16:00,911.14,5608.13,Disk thrash suspected
server_1,21:15:40,21:16:10,911.14,5608.13,Disk thrash suspected
server_1,21:15:50,21:16:20,837.87,8306.91,Disk thrash suspected
server_1,21:16:00,21:16:30,546.36,8306.91,Disk thrash suspected
server_1,21:16:10,21:16:40,938.29,8306.91,Disk thrash suspected
server_1,21:16:20,21:16:50,938.29,7347.39,Disk thrash suspected
server_1,21:16:30,21:17:00,938.29,7347.39,Disk thrash suspected
server_1,21:16:40,21:17:10,683.06,4086.15,Disk thrash suspected
server_1,21:16:50,21:17:20,615.09,4086.15,Disk thrash suspected
server_1,21:17:00,21:17:30,890.1,4086.15,Disk thrash suspected
server_1,21:17:10,21:17:40,14942.41,176.96,Possible DDoS
server_1,21:17:20,21:17:50,14942.41,176.96,Possible DDoS
server_1,21:17:30,21:18:00,14942.41,176.96,Possible DDoS
server_1,21:17:40,21:18:10,5541.01,7550.59,Network flood + Disk thrash suspected
server_1,21:17:50,21:18:20,5541.01,7550.59,Network flood + Disk thrash suspected
server_1,21:18:00,21:18:30,5541.01,7550.59,Network flood + Disk thrash suspected
server_1,21:18:10,21:18:40,1553.95,605.46,
server_1,21:18:20,21:18:50,1553.95,605.46,
server_1,21:18:30,21:19:00,1553.95,605.46,
server_1,21:18:40,21:19:10,19279.18,1378.52,Possible DDoS
server_1,21:18:50,21:19:20,19279.18,1378.52,Possible DDoS
server_1,21:19:00,21:19:30,19279.18,1378.52,Possible DDoS
server_1,21:19:10,21:19:40,4655.87,1191.61,Possible DDoS
server_1,21:19:20,21:19:50,6012.03,1191.61,Possible DDoS
server_1,21:19:30,21:20:00,6012.03,4384.19,Network flood + Disk thrash suspected
server_1,21:19:40,21:20:10,6012.03,4384.19,Network flood + Disk thrash suspected
server_1,21:19:50,21:20:20,919.2,6388.03,Disk thrash suspected
server_1,21:20:00,21:20:30,919.2,6388.03,Disk thrash suspected
server_1,21:20:10,21:20:40,877.79,6388.03,Disk thrash suspected
server_1,21:20:20,21:20:50,1039.08,110.54,
server_1,21:20:30,21:21:00,1039.08,110.54,
server_1,21:20:40,21:21:10,1039.08,174.35,
server_1,21:20:50,21:21:20,5591.33,174.35,Possible DDoS
server_1,21:21:00,21:21:30,5591.33,174.35,Possible DDoS
server_1,21:21:10,21:21:40,5591.33,1994.19,Possible DDoS
server_1,21:21:20,21:21:50,11970.9,5555.02,Network flood + Disk thrash suspected
server_1,21:21:30,21:22:00,11970.9,9284.88,Network flood + Disk thrash suspected
server_1,21:21:40,21:22:10,11970.9,9284.88,Network flood + Disk thrash suspected
server_1,21:21:50,21:22:20,985.91,9284.88,Disk thrash suspected
server_1,21:22:00,21:22:30,985.91,189.05,
server_1,21:22:10,21:22:40,985.91,7610.41,Disk thrash suspected
server_1,21:22:20,21:22:50,4521.93,7610.41,Network flood + Disk thrash suspected
server_1,21:22:30,21:23:00,4521.93,7610.41,Network flood + Disk thrash suspected
server_1,21:22:40,21:23:10,4521.93,1241.14,Possible DDoS
server_1,21:22:50,21:23:20,10327.89,1377.84,Possible DDoS
server_1,21:23:00,21:23:30,10327.89,8982.04,Network flood + Disk thrash suspected
server_1,21:23:10,21:23:40,15868.06,8982.04,Network flood + Disk thrash suspected
server_1,21:23:20,21:23:50,15868.06,8982.04,Network flood + Disk thrash suspected
server_1,21:23:30,21:24:00,15868.06,7594.75,Network flood + Disk thrash suspected
server_1,21:23:40,21:24:10,1057.62,7594.75,Disk thrash suspected
server_1,21:23:50,21:24:20,4925.78,655.26,Possible DDoS
server_1,21:24:00,21:24:30,4925.78,655.26,Possible DDoS
server_1,21:24:10,21:24:40,4925.78,7856.92,Network flood + Disk thrash suspected
server_1,21:24:20,21:24:50,9161.61,7856.92,Network flood + Disk thrash suspected
server_1,21:24:30,21:25:00,9161.61,7856.92,Network flood + Disk thrash suspected
server_1,21:24:40,21:25:10,9161.61,1938.52,Possible DDoS
server_1,21:24:50,21:25:20,8901.33,9730.4,Network flood + Disk thrash suspected
server_1,21:25:00,21:25:30,3827.18,9730.4,Network flood + Disk thrash suspected
server_1,21:25:10,21:25:40,3827.18,9730.4,Network flood + Disk thrash suspected
server_1,21:25:20,21:25:50,1761.95,1606.84,
server_1,21:25:30,21:26:00,5933.05,1606.84,Possible DDoS
server_1,21:25:40,21:26:10,5933.05,1606.84,Possible DDoS
server_1,21:25:50,21:26:20,5933.05,127.74,Possible DDoS
server_1,21:26:00,21:26:30,960.97,4144.61,Disk thrash suspected
server_1,21:26:10,21:26:40,1006.77,4144.61,Disk thrash suspected
server_1,21:26:20,21:26:50,1006.77,4144.61,Disk thrash suspected
server_1,21:26:30,21:27:00,7988.7,893.18,Possible DDoS
server_1,21:26:40,21:27:10,7988.7,893.18,Possible DDoS
server_1,21:26:50,21:27:20,7988.7,9732.77,Network flood + Disk thrash suspected
server_1,21:27:00,21:27:30,16967.24,9732.77,Network flood + Disk thrash suspected
server_1,21:27:10,21:27:40,16967.24,9732.77,Network flood + Disk thrash suspected
server_1,21:27:20,21:27:50,16967.24,188.68,Possible DDoS
server_1,21:27:30,21:28:00,6120.49,161.27,Possible DDoS
server_1,21:27:40,21:28:10,13108.39,161.27,Possible DDoS
server_1,21:27:50,21:28:20,13108.39,105.9,Possible DDoS
server_1,21:28:00,21:28:30,13108.39,1107.01,Possible DDoS
server_1,21:28:10,21:28:40,14933.72,1107.01,Possible DDoS
server_1,21:28:20,21:28:50,14933.72,1107.01,Possible DDoS
server_1,21:28:30,21:29:00,14933.72,105.18,Possible DDoS
server_1,21:28:40,21:29:10,850.81,105.18,
server_1,21:28:50,21:29:20,842.73,7176.04,Disk thrash suspected
server_1,21:29:00,21:29:30,841.63,7176.04,Disk thrash suspected
server_1,21:29:10,21:29:40,1069.46,7176.04,Disk thrash suspected
server_1,21:29:20,21:29:50,1069.46,152.39,
server_1,21:29:30,21:30:00,12128.92,1276.06,Possible DDoS
server_1,21:29:40,21:30:10,12128.92,8145.96,Network flood + Disk thrash suspected
server_1,21:29:50,21:30:20,12128.92,8145.96,Network flood + Disk thrash suspected
server_1,21:30:00,21:30:30,889.62,8145.96,Disk thrash suspected
server_1,21:30:10,21:30:40,17147.49,140.76,Possible DDoS
server_1,21:30:20,21:30:50,17147.49,85.93,Possible DDoS
server_1,21:30:30,21:31:00,17147.49,118.16,Possible DDoS
server_1,21:30:40,21:31:10,1069.2,6957.69,Disk thrash suspected
server_1,21:30:50,21:31:20,1069.2,9218.77,Disk thrash suspected
server_1,21:31:00,21:31:30,6932.02,9218.77,Network flood + Disk thrash suspected
server_1,21:31:10,21:31:40,11550.63,9218.77,Network flood + Disk thrash suspected
server_1,21:31:20,21:31:50,11550.63,151.27,Possible DDoS
server_1,21:31:30,21:32:00,11550.63,151.27,Possible DDoS
server_1,21:31:40,21:32:10,1613.54,872.38,
server_1,21:31:50,21:32:20,11832.43,6053.45,Network flood + Disk thrash suspected
server_1,21:32:00,21:32:30,11832.43,6053.45,Network flood + Disk thrash suspected
server_1,21:32:10,21:32:40,11832.43,6053.45,Network flood + Disk thrash suspected
server_1,21:32:20,21:32:50,922.06,138.84,
server_1,21:32:30,21:33:00,919.02,103.84,
server_1,21:32:40,21:33:10,919.02,59.52,
server_1,21:32:50,21:33:20,919.02,101.93,
server_1,21:33:00,21:33:30,919.56,101.93,
server_1,21:33:10,21:33:40,919.56,111.12,
server_1,21:33:20,21:33:50,919.56,6057.74,Disk thrash suspected
server_1,21:33:30,21:34:00,841.26,6057.74,Disk thrash suspected
server_1,21:33:40,21:34:10,691.74,6057.74,Disk thrash suspected
server_1,21:33:50,21:34:20,691.74,6056.58,Disk thrash suspected
server_1,21:34:00,21:34:30,7809.4,6056.58,Network flood + Disk thrash suspected
server_1,21:34:10,21:34:40,7809.4,9776.39,Network flood + Disk thrash suspected
server_1,21:34:20,21:34:50,7809.4,9776.39,Network flood + Disk thrash suspected
server_1,21:34:30,21:35:00,4240.84,9776.39,Network flood + Disk thrash suspected
server_1,21:34:40,21:35:10,4240.84,1799.91,Possible DDoS
server_1,21:34:50,21:35:20,4240.84,1799.91,Possible DDoS
server_1,21:35:00,21:35:30,15969.82,85.33,Possible DDoS
server_1,21:35:10,21:35:40,15969.82,838.31,Possible DDoS
server_1,21:35:20,21:35:50,15969.82,838.31,Possible DDoS
server_1,21:35:30,21:36:00,6373.6,878.93,Possible DDoS
server_1,21:35:40,21:36:10,1009.64,878.93,
server_1,21:35:50,21:36:20,1009.64,878.93,
server_1,21:36:00,21:36:30,980.44,89.21,
server_1,21:36:10,21:36:40,980.44,68.59,
server_1,21:36:20,21:36:50,956.9,100.58,
server_1,21:36:30,21:37:00,956.27,100.58,
server_1,21:36:40,21:37:10,956.27,100.58,
server_1,21:36:50,21:37:20,905.32,73.25,
server_1,21:37:00,21:37:30,969.26,73.25,
server_1,21:37:10,21:37:40,969.26,61.19,
server_1,21:37:20,21:37:50,969.26,86.81,
server_1,21:37:30,21:38:00,885.99,86.81,
server_1,21:37:40,21:38:10,4749.73,991.91,Possible DDoS
server_1,21:37:50,21:38:20,4749.73,1830.27,Possible DDoS
server_1,21:38:00,21:38:30,4749.73,1830.27,Possible DDoS
server_1,21:38:10,21:38:40,4905.16,1830.27,Possible DDoS
server_1,21:38:20,21:38:50,4905.16,1133.37,Possible DDoS
server_1,21:38:30,21:39:00,4905.16,1133.37,Possible DDoS
server_1,21:38:40,21:39:10,993.11,107.27,
server_1,21:38:50,21:39:20,931.86,128.11,
server_1,21:39:00,21:39:30,3875.25,7914.09,Network flood + Disk thrash suspected
server_1,21:39:10,21:39:40,3875.25,7914.09,Network flood + Disk thrash suspected
server_1,21:39:20,21:39:50,3875.25,7914.09,Network flood + Disk thrash suspected
server_1,21:39:30,21:40:00,3160.25,780.82,
server_1,21:39:40,21:40:10,3160.25,780.82,
server_1,21:39:50,21:40:20,2030.53,4596.26,Disk thrash suspected
server_1,21:40:00,21:40:30,954.54,4596.26,Disk thrash suspected
server_1,21:40:10,21:40:40,954.54,4596.26,Disk thrash suspected
server_1,21:40:20,21:40:50,954.54,3964.0,Disk thrash suspected
server_1,21:40:30,21:41:00,616.54,3964.0,Disk thrash suspected
server_1,21:40:40,21:41:10,647.96,92.14,
server_1,21:40:50,21:41:20,647.96,92.14,
server_1,21:41:00,21:41:30,874.05,154.79,
server_1,21:41:10,21:41:40,874.05,7046.31,Disk thrash suspected
server_1,21:41:20,21:41:50,874.05,7046.31,Disk thrash suspected
server_1,21:41:30,21:42:00,2774.53,7046.31,Disk thrash suspected
server_1,21:41:40,21:42:10,11422.39,1880.27,Possible DDoS
server_1,21:41:50,21:42:20,11422.39,1880.27,Possible DDoS
server_1,21:42:00,21:42:30,11422.39,1880.27,Possible DDoS
server_1,21:42:10,21:42:40,1460.64,1275.81,
server_1,21:42:20,21:42:50,1460.64,3992.81,Disk thrash suspected
server_1,21:42:30,21:43:00,992.72,3992.81,Disk thrash suspected
server_1,21:42:40,21:43:10,992.72,3992.81,Disk thrash suspected
server_1,21:42:50,21:43:20,15765.94,93.63,Possible DDoS
server_1,21:43:00,21:43:30,15765.94,93.63,Possible DDoS
server_1,21:43:10,21:43:40,15765.94,9659.44,Network flood + Disk thrash suspected
server_1,21:43:20,21:43:50,870.1,9659.44,Disk thrash suspected
server_1,21:43:30,21:44:00,924.94,9659.44,Disk thrash suspected
server_1,21:43:40,21:44:10,924.94,67.06,
server_1,21:43:50,21:44:20,924.94,67.06,
server_1,21:44:00,21:44:30,1037.63,89.3,
server_1,21:44:10,21:44:40,2196.62,1886.74,
server_1,21:44:20,21:44:50,3917.82,1908.42,Possible DDoS
server_1,21:44:30,21:45:00,3917.82,1908.42,Possible DDoS
server_1,21:44:40,21:45:10,4552.57,1908.42,Possible DDoS
server_1,21:44:50,21:45:20,4552.57,1723.18,Possible DDoS
server_1,21:45:00,21:45:30,12275.83,1723.18,Possible DDoS
server_1,21:45:10,21:45:40,12275.83,1714.69,Possible DDoS
server_1,21:45:20,21:45:50,12275.83,7710.6,Network flood + Disk thrash suspected
server_1,21:45:30,21:46:00,4023.73,7710.6,Network flood + Disk thrash suspected
server_1,21:45:40,21:46:10,4023.73,7710.6,Network flood + Disk thrash suspected
server_1,21:45:50,21:46:20,15475.82,8221.91,Network flood + Disk thrash suspected
server_1,21:46:00,21:46:30,18216.63,8221.91,Network flood + Disk thrash suspected
server_1,21:46:10,21:46:40,18216.63,8221.91,Network flood + Disk thrash suspected
server_1,21:46:20,21:46:50,18216.63,801.38,Possible DDoS
server_1,21:46:30,21:47:00,10647.35,801.38,Possible DDoS
server_1,21:46:40,21:47:10,10647.35,8146.06,Network flood + Disk thrash suspected
server_1,21:46:50,21:47:20,10647.35,8146.06,Network flood + Disk thrash suspected
server_1,21:47:00,21:47:30,5367.63,8146.06,Network flood + Disk thrash suspected
server_1,21:47:10,21:47:40,3752.51,1831.84,Possible DDoS
server_1,21:47:20,21:47:50,3752.51,1831.84,Possible DDoS
server_1,21:47:30,21:48:00,4558.42,1949.05,Possible DDoS
server_1,21:47:40,21:48:10,7726.61,1949.05,Possible DDoS
server_1,21:47:50,21:48:20,13153.68,1949.05,Possible DDoS
server_1,21:48:00,21:48:30,13153.68,1178.74,Possible DDoS
server_1,21:48:10,21:48:40,13153.68,1794.04,Possible DDoS
server_1,21:48:20,21:48:50,4307.61,1794.04,Possible DDoS
server_1,21:48:30,21:49:00,4307.61,1794.04,Possible DDoS
server_1,21:48:40,21:49:10,990.79,96.34,
server_1,21:48:50,21:49:20,990.79,96.34,
server_1,21:49:00,21:49:30,972.2,4339.77,Disk thrash suspected
server_1,21:49:10,21:49:40,972.2,4339.77,Disk thrash suspected
server_1,21:49:20,21:49:50,972.2,4339.77,Disk thrash suspected
server_1,21:49:30,21:50:00,937.13,175.57,
server_1,21:49:40,21:50:10,966.77,8617.88,Disk thrash suspected
server_1,21:49:50,21:50:20,2585.91,8617.88,Disk thrash suspected
server_1,21:50:00,21:50:30,2585.91,8617.88,Disk thrash suspected
server_1,21:50:10,21:50:40,2585.91,8085.89,Disk thrash suspected
server_1,21:50:20,21:50:50,495.73,8085.89,Disk thrash suspected
server_1,21:50:30,21:51:00,18893.12,8085.89,Network flood + Disk thrash suspected
server_1,21:50:40,21:51:10,18893.12,6551.85,Network flood + Disk thrash suspected
server_1,21:50:50,21:51:20,18893.12,6551.85,Network flood + Disk thrash suspected
server_1,21:51:00,21:51:30,934.79,6551.85,Disk thrash suspected
server_1,21:51:10,21:51:40,1030.27,5266.73,Disk thrash suspected
server_1,21:51:20,21:51:50,1030.27,155.86,
server_1,21:51:30,21:52:00,1030.27,155.86,
server_1,21:51:40,21:52:10,1535.13,1468.9,
server_1,21:51:50,21:52:20,1535.13,1468.9,
server_1,21:52:00,21:52:30,1535.13,1468.9,
server_1,21:52:10,21:52:40,700.58,92.94,
server_1,21:52:20,21:52:50,700.58,159.06,
server_1,21:52:30,21:53:00,3962.75,1800.12,Possible DDoS
server_1,21:52:40,21:53:10,3962.75,1800.12,Possible DDoS
server_1,21:52:50,21:53:20,3962.75,1800.12,Possible DDoS
server_1,21:53:00,21:53:30,1018.61,121.58,
server_1,21:53:10,21:53:40,1018.61,121.58,
server_1,21:53:20,21:53:50,1018.61,121.58,
server_1,21:53:30,21:54:00,11612.43,120.21,Possible DDoS
server_1,21:53:40,21:54:10,11612.43,138.36,Possible DDoS
server_1,21:53:50,21:54:20,11612.43,138.36,Possible DDoS
server_1,21:54:00,21:54:30,953.92,138.36,
server_1,21:54:10,21:54:40,1766.37,1008.11,
server_1,21:54:20,21:54:50,4469.63,1641.75,Possible DDoS
server_1,21:54:30,21:55:00,4469.63,8419.02,Network flood + Disk thrash suspected
server_1,21:54:40,21:55:10,4469.63,8419.02,Network flood + Disk thrash suspected
server_1,21:54:50,21:55:20,3651.51,8419.02,Network flood + Disk thrash suspected
server_1,21:55:00,21:55:30,3072.23,1182.59,
server_1,21:55:10,21:55:40,3072.23,1182.59,
server_1,21:55:20,21:55:50,3072.23,849.54,
server_1,21:55:30,21:56:00,971.15,76.22,
server_1,21:55:40,21:56:10,9024.81,142.24,Possible DDoS
server_1,21:55:50,21:56:20,9024.81,142.24,Possible DDoS
server_1,21:56:00,21:56:30,9024.81,142.24,Possible DDoS
server_1,21:56:10,21:56:40,1745.24,1308.82,
server_1,21:56:20,21:56:50,1745.24,1308.82,
server_1,21:56:30,21:57:00,1745.24,1308.82,
server_1,21:56:40,21:57:10,924.08,134.73,
server_1,21:56:50,21:57:20,1059.93,953.79,
server_1,21:57:00,21:57:30,1059.93,953.79,
server_1,21:57:10,21:57:40,5867.17,953.79,Possible DDoS
server_1,21:57:20,21:57:50,9740.57,159.12,Possible DDoS
server_1,21:57:30,21:58:00,9740.57,1914.81,Possible DDoS
server_1,21:57:40,21:58:10,9740.57,1914.81,Possible DDoS
server_1,21:57:50,21:58:20,8519.15,1914.81,Possible DDoS
server_1,21:58:00,21:58:30,8519.15,1244.68,Possible DDoS
server_1,21:58:10,21:58:40,891.94,108.8,
server_1,21:58:20,21:58:50,4577.55,1476.08,Possible DDoS
server_1,21:58:30,21:59:00,4577.55,1476.08,Possible DDoS
server_1,21:58:40,21:59:10,4577.55,1476.08,Possible DDoS
server_1,21:58:50,21:59:20,3602.77,871.24,Possible DDoS
server_1,21:59:00,21:59:30,1626.66,1342.28,
server_1,21:59:10,21:59:40,1626.66,3595.92,Disk thrash suspected
server_1,21:59:20,21:59:50,1626.66,5825.55,Disk thrash suspected
server_1,21:59:30,22:00:00,1033.16,5825.55,Disk thrash suspected
server_1,21:59:40,22:00:10,4201.85,5825.55,Network flood + Disk thrash suspected
server_1,21:59:50,22:00:20,6486.28,1252.06,Possible DDoS
server_1,22:00:00,22:00:30,12386.75,1252.06,Possible DDoS
server_1,22:00:10,22:00:40,12386.75,6183.57,Network flood + Disk thrash suspected
server_1,22:00:20,22:00:50,12386.75,6183.57,Network flood + Disk thrash suspected
server_1,22:00:30,22:01:00,6371.02,6183.57,Network flood + Disk thrash suspected
server_1,22:00:40,22:01:10,4594.61,506.68,Possible DDoS
server_1,22:00:50,22:01:20,967.2,179.94,
server_1,22:01:00,22:01:30,975.3,179.94,
server_1,22:01:10,22:01:40,4971.54,1574.06,Possible DDoS
server_1,22:01:20,22:01:50,4971.54,1574.06,Possible DDoS
server_1,22:01:30,22:02:00,4971.54,1574.06,Possible DDoS
server_1,22:01:40,22:02:10,970.68,86.44,
server_1,22:01:50,22:02:20,1690.57,1491.34,
server_1,22:02:00,22:02:30,1690.57,6703.39,Disk thrash suspected
server_1,22:02:10,22:02:40,1690.57,6703.39,Disk thrash suspected
server_1,22:02:20,22:02:50,2298.04,6703.39,Disk thrash suspected
