ts,server_id,net_in,net_out
20:53:25,server_12,8485.99,7720.41
20:53:25,server_18,98.25,76.66
20:53:25,server_19,303.16,151.93
20:53:25,server_20,245.04,240.39
20:53:25,server_17,498.24,662.71
20:53:25,server_11,131.38,98.9
20:53:25,server_15,589.87,861.78
20:53:25,server_9,35.0,42.9
20:53:25,server_1,7526.98,8913.06
20:53:25,server_2,499.49,713.9
20:53:25,server_3,215.8,154.51
20:53:25,server_4,282.38,404.26
20:53:25,server_10,3188.28,3671.15
20:53:25,server_6,45.28,46.83
20:53:25,server_7,2248.45,2233.23
20:53:25,server_8,4211.73,4130.5
20:53:25,server_5,902.61,598.97
20:53:30,server_20,14198.87,13053.26
20:53:30,server_19,469.73,622.53
20:53:30,server_18,90.32,127.18
20:53:30,server_17,682.49,619.5
20:53:30,server_16,339.21,423.97
20:53:30,server_15,563.32,363.73
20:53:30,server_14,1019.71,558.44
20:53:30,server_12,560.09,651.62
20:53:30,server_11,314.58,183.08
20:53:30,server_13,592.9,755.16
20:53:30,server_9,322.96,444.09
20:53:30,server_8,642.71,912.19
20:53:30,server_7,1017.72,712.52
20:53:30,server_6,423.72,243.26
20:53:30,server_5,253.94,341.02
20:53:30,server_4,911.47,566.83
20:53:30,server_3,822.0,923.17
20:53:30,server_2,918.39,1259.61
20:53:30,server_10,417.76,583.5
20:53:30,server_1,222.53,233.86
20:53:35,server_13,334.06,241.84
20:53:35,server_14,3680.12,4384.91
20:53:35,server_15,3853.11,4605.28
20:53:35,server_16,492.47,435.48
20:53:35,server_20,1379.2,1106.13
20:53:35,server_18,300.84,226.26
20:53:35,server_19,400.21,421.29
20:53:35,server_12,1197.24,1003.93
20:53:35,server_17,897.04,1082.34
20:53:35,server_11,977.58,845.94
20:53:35,server_3,410.14,274.1
20:53:35,server_9,637.81,519.47
20:53:35,server_8,7287.52,7344.13
20:53:35,server_7,244.69,364.59
20:53:35,server_6,882.47,569.29
20:53:35,server_5,327.98,274.58
20:53:35,server_4,161.67,227.1
20:53:35,server_2,182.82,238.61
20:53:35,server_1,32.15,33.4
20:53:35,server_10,3116.27,2523.14
20:53:40,server_12,876.9,790.46
20:53:40,server_13,904.5,527.59
20:53:40,server_14,2902.73,3445.57
20:53:40,server_15,591.87,353.15
20:53:40,server_19,95.76,136.72
20:53:40,server_17,726.65,934.77
20:53:40,server_18,169.45,124.51
20:53:40,server_11,171.78,111.57
20:53:40,server_16,451.88,355.68
20:53:40,server_20,13441.59,13175.79
20:53:40,server_10,15362.87,16698.6
20:53:40,server_8,683.72,603.5
20:53:40,server_1,934.06,1283.45
20:53:40,server_2,305.24,211.16
20:53:40,server_3,399.87,552.81
20:53:40,server_9,572.84,741.03
20:53:40,server_5,13715.01,13297.79
20:53:40,server_6,988.38,1121.7
20:53:40,server_7,302.31,295.61
20:53:40,server_4,942.34,675.17
20:53:45,server_13,10.94,9.2
20:53:45,server_20,341.98,224.64
20:53:45,server_19,145.16,110.11
20:53:45,server_18,955.0,814.56
20:53:45,server_17,904.49,1225.13
20:53:45,server_16,993.32,1029.98
20:53:45,server_15,108.34,71.13
20:53:45,server_14,734.06,873.59
20:53:45,server_12,1996.22,1691.39
20:53:45,server_11,10236.11,10289.94
20:53:45,server_1,18678.53,18549.03
20:53:45,server_9,1345.1,1532.1
20:53:45,server_8,858.71,675.63
20:53:45,server_7,1038.74,902.55
20:53:45,server_6,602.86,781.25
20:53:45,server_5,993.33,885.07
20:53:45,server_4,300.38,258.96
20:53:45,server_3,983.48,888.27
20:53:45,server_2,929.57,540.27
20:53:45,server_10,4615.99,4427.67
20:53:50,server_13,1561.63,1445.77
20:53:50,server_14,943.62,1250.11
20:53:50,server_15,341.07,402.93
20:53:50,server_16,344.77,324.26
20:53:50,server_12,30.61,19.29
20:53:50,server_18,6255.3,6174.22
20:53:50,server_19,167.0,89.49
20:53:50,server_20,427.83,361.04
20:53:50,server_17,323.14,311.21
20:53:50,server_11,969.73,1403.27
20:53:50,server_1,841.29,593.73
20:53:50,server_9,343.21,319.82
20:53:50,server_8,325.85,350.21
20:53:50,server_7,290.23,287.18
20:53:50,server_6,76.48,71.41
20:53:50,server_5,864.13,616.13
20:53:50,server_4,640.63,659.1
20:53:50,server_3,521.66,508.04
20:53:50,server_2,920.53,690.45
20:53:50,server_10,197.86,246.86
20:53:55,server_13,685.96,386.27
20:53:55,server_14,55.23,39.02
20:53:55,server_15,285.68,310.25
20:53:55,server_16,358.97,249.95
20:53:55,server_20,853.87,1255.81
20:53:55,server_18,975.07,980.19
20:53:55,server_19,139.74,70.71
20:53:55,server_12,363.12,417.26
20:53:55,server_17,1417.74,1366.35
20:53:55,server_11,866.85,587.59
20:53:55,server_5,975.55,608.46
20:53:55,server_9,434.88,484.22
20:53:55,server_2,4338.51,4765.65
20:53:55,server_3,218.63,195.95
20:53:55,server_4,362.55,207.84
20:53:55,server_1,766.91,1105.16
20:53:55,server_6,15026.99,14436.48
20:53:55,server_7,883.36,818.98
20:53:55,server_8,130.54,187.66
20:53:55,server_10,404.23,512.76
20:54:00,server_12,354.73,414.35
20:54:00,server_19,112.95,71.08
20:54:00,server_18,4432.04,3737.62
20:54:00,server_17,5631.32,5860.36
20:54:00,server_16,267.99,316.62
20:54:00,server_15,4647.83,5271.42
20:54:00,server_14,146.37,165.79
20:54:00,server_13,4062.41,3280.88
20:54:00,server_11,56.31,71.64
20:54:00,server_20,406.66,561.18
20:54:00,server_9,393.53,515.57
20:54:00,server_1,320.64,216.9
20:54:00,server_2,935.99,1217.54
20:54:00,server_3,744.54,723.44
20:54:00,server_4,182.98,271.79
20:54:00,server_10,757.7,507.82
20:54:00,server_6,819.0,607.02
20:54:00,server_7,196.79,285.9
20:54:00,server_8,140.37,111.44
20:54:00,server_5,642.28,368.58
20:54:05,server_11,198.24,263.8
20:54:05,server_19,135.87,144.8
20:54:05,server_18,416.5,491.1
20:54:05,server_17,15498.03,14977.99
20:54:05,server_16,601.4,695.78
20:54:05,server_15,967.31,638.57
20:54:05,server_14,225.38,113.64
20:54:05,server_13,336.81,205.66
20:54:05,server_12,158.86,165.93
20:54:05,server_20,451.36,317.15
20:54:05,server_10,624.75,864.45
20:54:05,server_8,357.07,208.79
20:54:05,server_7,879.52,1264.15
20:54:05,server_6,562.16,547.2
20:54:05,server_5,644.05,412.66
20:54:05,server_4,19901.28,19331.62
20:54:05,server_3,912.02,601.0
20:54:05,server_2,9335.06,9803.79
20:54:05,server_1,857.8,818.18
20:54:05,server_9,407.01,418.55
20:54:10,server_14,662.02,970.57
20:54:10,server_15,743.14,548.27
20:54:10,server_16,1692.28,1672.06
20:54:10,server_13,19998.49,18378.21
20:54:10,server_18,858.8,1107.84
20:54:10,server_19,604.26,752.57
20:54:10,server_20,604.0,543.9
20:54:10,server_17,652.53,694.89
20:54:10,server_12,138.6,73.7
20:54:10,server_11,190.45,236.17
20:54:10,server_1,891.36,1261.4
20:54:10,server_9,936.49,637.17
20:54:10,server_8,71.34,60.84
20:54:10,server_7,42.38,38.31
20:54:10,server_6,9454.06,10198.05
20:54:10,server_5,518.93,354.87
20:54:10,server_4,373.73,291.88
20:54:10,server_3,877.63,1310.76
20:54:10,server_2,883.1,1159.98
20:54:10,server_10,1529.14,1348.44
20:54:15,server_13,313.88,231.91
20:54:15,server_14,87.16,56.06
20:54:15,server_15,268.71,139.05
20:54:15,server_20,276.11,165.58
20:54:15,server_18,183.09,137.41
20:54:15,server_19,7335.38,8557.98
20:54:15,server_12,2015.72,1940.77
20:54:15,server_16,416.23,366.33
20:54:15,server_11,278.91,386.32
20:54:15,server_17,2588.79,2989.33
20:54:15,server_9,2776.58,3087.94
20:54:15,server_10,679.44,447.69
20:54:15,server_2,229.2,341.62
20:54:15,server_3,366.42,440.04
20:54:15,server_4,382.12,420.28
20:54:15,server_1,650.03,568.81
20:54:15,server_6,167.37,248.26
20:54:15,server_7,4902.8,4547.22
20:54:15,server_8,2088.83,2160.04
20:54:15,server_5,195.43,245.78
20:54:20,server_20,355.72,262.25
20:54:20,server_12,883.98,451.28
20:54:20,server_19,849.65,860.36
20:54:20,server_18,649.98,647.6
20:54:20,server_17,616.97,881.13
20:54:20,server_16,486.35,633.13
20:54:20,server_15,6142.28,6798.15
20:54:20,server_14,935.25,1053.01
20:54:20,server_13,796.06,961.92
20:54:20,server_11,448.71,464.38
20:54:20,server_7,12550.79,12462.98
20:54:20,server_9,607.61,468.38
20:54:20,server_8,913.48,1354.9
20:54:20,server_6,180.29,137.15
20:54:20,server_5,12289.44,11922.15
20:54:20,server_4,664.28,932.15
20:54:20,server_3,872.43,1139.1
20:54:20,server_2,964.0,1024.82
20:54:20,server_1,497.13,481.17
20:54:20,server_10,808.29,869.61
20:54:25,server_15,275.77,259.08
20:54:25,server_13,149.7,122.12
20:54:25,server_14,861.21,1225.11
20:54:25,server_16,383.99,540.68
20:54:25,server_12,214.64,217.65
20:54:25,server_18,150.74,213.61
20:54:25,server_19,518.94,282.36
20:54:25,server_20,29.04,32.8
20:54:25,server_17,178.64,253.07
20:54:25,server_11,72.0,99.67
20:54:25,server_1,923.76,876.54
20:54:25,server_9,825.95,932.31
20:54:25,server_2,297.71,167.93
20:54:25,server_3,972.83,1096.89
20:54:25,server_4,4879.98,4476.1
20:54:25,server_10,201.41,105.8
20:54:25,server_6,11855.73,11249.55
20:54:25,server_7,2056.14,2269.24
20:54:25,server_8,824.58,1103.32
20:54:25,server_5,527.32,459.06
20:54:30,server_13,896.29,641.21
20:54:30,server_20,86.15,66.46
20:54:30,server_19,916.38,857.32
20:54:30,server_18,8665.45,8951.37
20:54:30,server_17,0.0,0.0
20:54:30,server_16,319.11,476.39
20:54:30,server_15,46.2,61.43
20:54:30,server_14,389.45,304.23
20:54:30,server_12,969.89,651.55
20:54:30,server_11,85.31,92.29
20:54:30,server_1,62.25,90.47
20:54:30,server_9,459.35,681.89
20:54:30,server_8,5912.4,6834.36
20:54:30,server_7,650.22,443.35
20:54:30,server_6,636.03,826.15
20:54:30,server_5,1024.38,576.13
20:54:30,server_4,182.75,158.59
20:54:30,server_3,13864.46,15791.03
20:54:30,server_2,232.53,230.26
20:54:30,server_10,926.73,1042.65
20:54:35,server_13,1116.09,888.83
20:54:35,server_14,20.88,18.88
20:54:35,server_15,216.35,169.19
20:54:35,server_16,509.34,458.95
20:54:35,server_12,2781.83,2291.09
20:54:35,server_18,671.89,908.23
20:54:35,server_19,989.4,713.4
20:54:35,server_20,708.07,832.9
20:54:35,server_17,1314.6,1453.56
20:54:35,server_11,353.82,432.28
20:54:35,server_1,365.14,344.63
20:54:35,server_9,398.07,245.6
20:54:35,server_8,319.82,216.94
20:54:35,server_7,561.47,672.67
20:54:35,server_6,80.17,55.23
20:54:35,server_5,421.26,625.53
20:54:35,server_4,599.65,888.5
20:54:35,server_3,881.32,1013.18
20:54:35,server_2,372.39,484.03
20:54:35,server_10,647.63,598.74
20:54:40,server_13,442.17,438.74
20:54:40,server_14,95.0,102.42
20:54:40,server_15,119.52,91.09
20:54:40,server_16,664.76,630.27
20:54:40,server_20,679.64,408.06
20:54:40,server_18,639.61,586.4
20:54:40,server_19,666.16,372.62
20:54:40,server_12,845.24,1168.9
20:54:40,server_17,833.62,487.26
20:54:40,server_11,3186.62,3593.18
20:54:40,server_1,544.02,461.02
20:54:40,server_9,665.65,371.48
20:54:40,server_2,197.76,256.98
20:54:40,server_3,262.83,221.41
20:54:40,server_4,974.3,1402.52
20:54:40,server_10,12714.69,13979.4
20:54:40,server_6,522.22,762.27
20:54:40,server_7,533.7,454.59
20:54:40,server_8,4170.0,3595.49
20:54:40,server_5,339.96,345.83
20:54:45,server_12,127.38,79.72
20:54:45,server_19,9837.74,8695.35
20:54:45,server_18,515.48,651.34
20:54:45,server_17,1066.38,948.86
20:54:45,server_16,65.12,85.58
20:54:45,server_15,493.55,721.64
20:54:45,server_14,758.08,784.5
20:54:45,server_13,206.12,307.09
20:54:45,server_20,447.23,407.66
20:54:45,server_11,452.48,437.48
20:54:45,server_9,976.76,1414.96
20:54:45,server_8,951.13,1293.65
20:54:45,server_7,242.19,133.36
20:54:45,server_6,481.07,326.61
20:54:45,server_5,108.95,83.47
20:54:45,server_4,535.29,524.99
20:54:45,server_3,839.84,870.62
20:54:45,server_2,59.69,64.57
20:54:45,server_1,13902.98,14877.11
20:54:45,server_10,298.13,322.95
20:54:50,server_13,185.7,257.84
20:54:50,server_14,306.35,384.57
20:54:50,server_15,4635.86,5402.86
20:54:50,server_16,3236.47,3712.07
20:54:50,server_12,93.71,115.07
20:54:50,server_18,318.02,260.81
20:54:50,server_19,32.09,18.2
20:54:50,server_20,848.79,613.56
20:54:50,server_17,934.72,761.47
20:54:50,server_11,338.93,264.05
20:54:50,server_5,608.82,848.47
20:54:50,server_9,1029.22,1062.69
20:54:50,server_1,286.8,174.46
20:54:50,server_2,979.75,1068.37
20:54:50,server_3,529.03,277.08
20:54:50,server_4,6174.64,5773.24
20:54:50,server_10,1821.51,1785.91
20:54:50,server_6,401.33,215.3
20:54:50,server_7,19356.38,18849.56
20:54:50,server_8,941.33,668.97
20:54:55,server_20,3125.83,2586.58
20:54:55,server_19,67.77,54.4
20:54:55,server_18,963.07,1162.6
20:54:55,server_17,284.78,166.63
20:54:55,server_16,488.96,402.67
20:54:55,server_15,12800.21,13298.52
20:54:55,server_13,221.34,135.09
20:54:55,server_12,0.53,0.46
20:54:55,server_11,509.3,471.83
20:54:55,server_14,203.4,120.31
20:54:55,server_9,797.49,879.95
20:54:55,server_10,4221.75,4520.1
20:54:55,server_2,16648.09,14160.52
20:54:55,server_3,933.55,1327.13
20:54:55,server_4,909.68,904.38
20:54:55,server_1,310.76,156.67
20:54:55,server_6,1176.76,1062.31
20:54:55,server_7,914.01,1284.46
20:54:55,server_8,359.93,412.27
20:54:55,server_5,308.09,207.69
20:55:00,server_12,81.56,99.85
20:55:00,server_20,15.12,19.2
20:55:00,server_19,292.26,188.6
20:55:00,server_18,986.43,986.99
20:55:00,server_17,347.56,266.31
20:55:00,server_16,252.9,291.78
20:55:00,server_15,480.19,550.09
20:55:00,server_14,13935.0,12334.68
20:55:00,server_13,840.67,1117.92
20:55:00,server_11,470.92,487.65
20:55:00,server_3,372.99,383.53
20:55:00,server_9,398.5,237.81
20:55:00,server_10,2941.63,2409.76
20:55:00,server_2,179.39,123.29
20:55:00,server_4,528.93,344.18
20:55:00,server_1,335.69,270.94
20:55:00,server_6,202.68,156.08
20:55:00,server_7,566.65,618.22
20:55:00,server_8,535.24,643.14
20:55:00,server_5,370.27,484.83
20:55:05,server_12,6109.99,5241.3
20:55:05,server_20,9402.27,10365.5
20:55:05,server_19,214.29,142.54
20:55:05,server_18,174.33,131.23
20:55:05,server_17,683.87,790.78
20:55:05,server_16,681.82,925.99
20:55:05,server_15,371.54,196.07
20:55:05,server_13,68.79,63.14
20:55:05,server_11,836.96,572.71
20:55:05,server_14,1621.66,1350.97
20:55:05,server_9,13966.99,13482.62
20:55:05,server_2,328.78,468.44
20:55:05,server_3,463.19,349.14
20:55:05,server_4,142.53,97.02
20:55:05,server_5,17300.16,18018.33
20:55:05,server_1,298.01,376.43
20:55:05,server_10,935.19,833.29
20:55:05,server_7,850.13,747.22
20:55:05,server_8,1474.5,1553.9
20:55:05,server_6,220.46,278.44
20:55:10,server_12,3537.51,4168.87
20:55:10,server_19,912.82,742.69
20:55:10,server_18,707.88,411.7
20:55:10,server_17,6311.27,7171.34
20:55:10,server_16,19618.98,22473.96
20:55:10,server_15,628.98,942.66
20:55:10,server_14,141.04,202.38
20:55:10,server_13,153.03,172.94
20:55:10,server_11,369.2,278.49
20:55:10,server_20,2252.57,2379.89
20:55:10,server_9,216.54,293.95
20:55:10,server_1,156.06,144.11
20:55:10,server_2,1947.11,2322.27
20:55:10,server_3,6896.33,5894.65
20:55:10,server_4,655.25,653.52
20:55:10,server_10,497.75,376.53
20:55:10,server_6,376.65,354.85
20:55:10,server_7,157.92,227.66
20:55:10,server_8,902.96,937.16
20:55:10,server_5,0.0,0.0
20:55:15,server_11,404.28,279.91
20:55:15,server_19,830.1,654.73
20:55:15,server_18,158.19,216.36
20:55:15,server_17,441.41,414.83
20:55:15,server_16,111.89,163.78
20:55:15,server_15,859.99,965.27
20:55:15,server_14,19782.77,23640.67
20:55:15,server_13,1033.11,1423.03
20:55:15,server_12,642.33,601.74
20:55:15,server_20,97.99,68.66
20:55:15,server_10,4646.57,5243.56
20:55:15,server_8,959.33,1286.03
20:55:15,server_7,1089.98,1143.0
20:55:15,server_6,958.13,1387.58
20:55:15,server_5,3161.09,3327.56
20:55:15,server_4,450.05,385.01
20:55:15,server_3,130.32,120.03
20:55:15,server_2,143.6,82.41
20:55:15,server_1,385.56,200.93
20:55:15,server_9,436.41,328.71
20:55:20,server_13,989.66,1329.13
20:55:20,server_14,206.19,112.05
20:55:20,server_15,866.4,616.24
20:55:20,server_16,683.4,606.19
20:55:20,server_20,332.15,431.87
20:55:20,server_18,926.09,597.63
20:55:20,server_19,546.82,490.66
20:55:20,server_12,179.34,268.98
20:55:20,server_17,533.89,619.58
20:55:20,server_11,17144.05,17577.04
20:55:20,server_4,571.55,593.7
20:55:20,server_9,569.14,766.18
20:55:20,server_10,645.07,801.96
20:55:20,server_2,1000.79,1464.45
20:55:20,server_3,389.29,202.31
20:55:20,server_1,928.67,650.89
20:55:20,server_6,442.2,445.01
20:55:20,server_7,6270.23,5080.24
20:55:20,server_8,182.97,250.07
20:55:20,server_5,19845.25,19463.48
20:55:25,server_20,262.64,289.54
20:55:25,server_19,33.0,40.22
20:55:25,server_18,52.97,51.16
20:55:25,server_17,292.97,253.44
20:55:25,server_16,830.35,494.2
20:55:25,server_15,15162.49,14519.26
20:55:25,server_14,184.42,113.54
20:55:25,server_12,10282.82,11614.46
20:55:25,server_11,597.79,768.67
20:55:25,server_13,0.0,0.0
20:55:25,server_9,12661.43,10551.23
20:55:25,server_10,232.48,333.32
20:55:25,server_2,430.04,567.05
20:55:25,server_3,616.83,714.41
20:55:25,server_4,975.17,879.87
20:55:25,server_1,544.27,433.8
20:55:25,server_6,4093.72,3904.47
20:55:25,server_7,15386.57,15761.42
20:55:25,server_8,34.3,36.39
20:55:25,server_5,487.3,354.49
20:55:30,server_12,783.53,444.67
20:55:30,server_20,446.01,631.94
20:55:30,server_19,4015.19,4012.48
20:55:30,server_18,651.24,442.68
20:55:30,server_17,124.7,77.17
20:55:30,server_16,299.03,195.83
20:55:30,server_15,792.61,629.9
20:55:30,server_14,925.71,1157.22
20:55:30,server_13,834.56,1037.12
20:55:30,server_11,270.38,309.69
20:55:30,server_3,991.76,1195.23
20:55:30,server_9,352.44,252.52
20:55:30,server_8,942.68,981.6
20:55:30,server_7,578.64,548.83
20:55:30,server_6,204.47,207.27
20:55:30,server_5,546.14,373.08
20:55:30,server_4,452.68,456.24
20:55:30,server_2,86.99,81.36
20:55:30,server_1,16095.05,14092.81
20:55:30,server_10,18980.35,22557.51
20:55:35,server_15,551.84,295.55
20:55:35,server_14,929.3,599.48
20:55:35,server_16,308.16,295.96
20:55:35,server_17,339.72,476.25
20:55:35,server_3,565.7,363.72
20:55:35,server_19,946.88,883.1
20:55:35,server_13,200.29,296.15
20:55:35,server_20,2873.95,2361.25
20:55:35,server_18,656.63,515.79
20:55:35,server_12,188.25,227.87
20:55:35,server_1,917.22,1304.14
20:55:35,server_10,542.16,301.42
20:55:35,server_2,494.14,540.0
20:55:35,server_4,265.29,350.69
20:55:35,server_5,1009.7,1259.34
20:55:35,server_11,182.97,240.4
20:55:35,server_7,7166.58,5898.49
20:55:35,server_8,14902.13,13622.52
20:55:35,server_9,261.61,174.6
20:55:35,server_6,14512.64,11630.16
20:55:40,server_12,955.8,1366.21
20:55:40,server_19,1640.45,1880.88
20:55:40,server_18,577.41,440.44
20:55:40,server_17,4934.2,4274.59
20:55:40,server_16,188.18,254.72
20:55:40,server_15,962.39,1017.86
20:55:40,server_14,993.87,622.05
20:55:40,server_13,361.18,240.01
20:55:40,server_20,865.83,701.36
20:55:40,server_11,17736.64,15936.63
20:55:40,server_9,654.44,375.63
20:55:40,server_8,899.52,1143.54
20:55:40,server_7,366.56,374.45
20:55:40,server_6,11833.6,11283.4
20:55:40,server_5,393.53,216.11
20:55:40,server_4,2773.0,2417.43
20:55:40,server_3,195.84,160.06
20:55:40,server_2,125.44,123.71
20:55:40,server_1,170.9,214.56
20:55:40,server_10,18081.73,15439.15
20:55:45,server_12,2052.43,1769.62
20:55:45,server_13,673.63,339.46
20:55:45,server_14,727.08,604.63
20:55:45,server_15,843.05,894.23
20:55:45,server_11,580.99,860.51
20:55:45,server_17,561.76,779.89
20:55:45,server_18,4238.84,3780.71
20:55:45,server_19,179.1,107.81
20:55:45,server_16,338.06,352.59
20:55:45,server_20,14997.14,14427.09
20:55:45,server_10,903.33,535.17
20:55:45,server_8,36.34,48.82
20:55:45,server_7,1002.6,895.02
20:55:45,server_6,305.9,421.68
20:55:45,server_5,997.15,771.92
20:55:45,server_4,156.18,206.89
20:55:45,server_3,592.53,849.81
20:55:45,server_2,172.36,166.67
20:55:45,server_1,76.44,60.4
20:55:45,server_9,256.0,358.07
20:55:50,server_13,632.18,423.8
20:55:50,server_14,905.28,921.75
20:55:50,server_15,3744.98,3715.53
20:55:50,server_16,956.93,735.31
20:55:50,server_20,434.58,638.72
20:55:50,server_18,892.96,1154.92
20:55:50,server_19,372.33,447.69
20:55:50,server_12,14364.46,12146.35
20:55:50,server_17,516.79,730.02
20:55:50,server_11,585.56,581.16
20:55:50,server_10,1002.98,1140.83
20:55:50,server_9,413.9,439.85
20:55:50,server_2,3465.4,3759.13
20:55:50,server_3,187.02,276.89
20:55:50,server_4,2839.72,3013.1
20:55:50,server_1,2.24,2.62
20:55:50,server_6,601.53,640.63
20:55:50,server_7,12.52,17.41
20:55:50,server_8,276.96,376.81
20:55:50,server_5,3694.68,3197.05
20:55:55,server_12,5340.67,5222.72
20:55:55,server_19,831.24,756.31
20:55:55,server_18,111.46,144.92
20:55:55,server_17,465.38,514.15
20:55:55,server_16,271.82,211.17
20:55:55,server_15,429.85,595.67
20:55:55,server_14,599.81,495.84
20:55:55,server_13,731.91,877.54
20:55:55,server_11,961.39,750.92
20:55:55,server_20,4744.72,4368.78
20:55:55,server_9,211.02,279.35
20:55:55,server_1,973.42,1300.25
20:55:55,server_2,3808.37,4037.95
20:55:55,server_3,568.09,324.54
20:55:55,server_4,4349.28,5187.26
20:55:55,server_10,197.69,180.48
20:55:55,server_6,2.86,2.68
20:55:55,server_7,594.27,408.72
20:55:55,server_8,227.27,199.35
20:55:55,server_5,4349.42,3521.27
20:56:00,server_12,212.0,116.18
20:56:00,server_19,16.98,8.71
20:56:00,server_18,7698.36,9164.86
20:56:00,server_17,3242.27,3886.04
20:56:00,server_16,941.4,1283.51
20:56:00,server_15,832.21,462.51
20:56:00,server_14,280.77,384.33
20:56:00,server_13,179.89,253.38
20:56:00,server_11,192.27,275.14
20:56:00,server_20,3595.5,3078.04
20:56:00,server_9,630.86,933.17
20:56:00,server_1,9740.9,11358.5
20:56:00,server_2,1595.12,1744.52
20:56:00,server_3,513.04,477.95
20:56:00,server_4,407.2,488.53
20:56:00,server_10,308.45,460.61
20:56:00,server_6,755.01,809.27
20:56:00,server_7,825.98,841.99
20:56:00,server_8,946.78,633.62
20:56:00,server_5,651.3,463.5
20:56:05,server_11,869.14,1102.98
20:56:05,server_19,1798.83,1834.7
20:56:05,server_18,41.7,31.32
20:56:05,server_17,597.56,876.37
20:56:05,server_16,3261.83,3052.36
20:56:05,server_15,533.0,381.68
20:56:05,server_14,3128.17,3033.33
20:56:05,server_13,108.92,82.18
20:56:05,server_12,9293.66,8590.8
20:56:05,server_20,3575.28,3982.18
20:56:05,server_10,128.55,118.73
20:56:05,server_8,232.05,148.14
20:56:05,server_7,592.7,653.8
20:56:05,server_6,916.12,1212.68
