ts,server_id,mem_pct
20:53:45,server_5,29.15
20:53:45,server_4,31.9
20:53:45,server_3,10.33
20:53:45,server_2,20.95
20:53:45,server_10,60.96
20:53:50,server_13,55.76
20:53:50,server_14,81.52
20:53:50,server_15,48.32
20:53:50,server_16,36.77
20:53:50,server_12,31.17
20:53:50,server_18,53.59
20:53:50,server_19,89.63
20:53:50,server_20,25.29
20:53:50,server_17,43.13
20:53:50,server_11,85.61
20:53:50,server_1,9.14
20:53:50,server_9,46.4
20:53:50,server_8,46.71
20:53:50,server_7,97.84
20:53:50,server_6,33.17
20:53:50,server_5,29.44
20:53:50,server_4,69.16
20:53:50,server_3,56.8
20:53:50,server_2,12.38
20:53:50,server_10,27.9
20:53:55,server_13,72.0
20:53:55,server_14,28.29
20:53:55,server_15,44.43
20:53:55,server_16,55.88
20:53:55,server_20,95.82
20:53:55,server_18,97.17
20:53:55,server_19,25.06
20:53:55,server_12,25.32
20:53:55,server_17,54.7
20:53:55,server_11,83.65
20:53:55,server_5,99.24
20:53:55,server_9,56.21
20:53:55,server_2,59.06
20:53:55,server_3,82.55
20:53:55,server_4,57.48
20:53:55,server_1,10.54
20:53:55,server_6,55.69
20:53:55,server_7,4.34
20:53:55,server_8,27.24
20:53:55,server_10,52.5
20:54:00,server_12,37.08
20:54:00,server_19,30.78
20:54:00,server_18,67.0
20:54:00,server_17,41.96
20:54:00,server_16,31.22
20:54:00,server_15,61.47
20:54:00,server_14,29.59
20:54:00,server_13,42.68
20:54:00,server_11,97.15
20:54:00,server_20,66.78
20:54:00,server_9,61.23
20:54:00,server_1,90.36
20:54:00,server_2,16.36
20:54:00,server_3,80.93
20:54:00,server_4,37.36
20:54:00,server_10,98.98
20:54:00,server_6,0.11
20:54:00,server_7,93.71
20:54:00,server_8,96.83
20:54:00,server_5,63.47
20:54:05,server_11,8.7
20:54:05,server_19,80.37
20:54:05,server_18,46.07
20:54:05,server_17,41.95
20:54:05,server_16,61.12
20:54:05,server_15,80.41
20:54:05,server_14,11.79
20:54:05,server_13,33.06
20:54:05,server_12,31.71
20:54:05,server_20,37.76
20:54:05,server_10,78.8
20:54:05,server_8,29.37
20:54:05,server_7,98.08
20:54:05,server_6,59.5
20:54:05,server_5,79.09
20:54:05,server_4,40.96
20:54:05,server_3,89.18
20:54:05,server_2,49.55
20:54:05,server_1,5.99
20:54:05,server_9,60.29
20:54:10,server_14,68.41
20:54:10,server_15,73.23
20:54:10,server_16,68.57
20:54:10,server_13,45.17
20:54:10,server_18,88.23
20:54:10,server_19,76.3
20:54:10,server_20,43.27
20:54:10,server_17,85.74
20:54:10,server_12,36.81
20:54:10,server_11,38.41
20:54:10,server_1,23.84
20:54:10,server_9,97.18
20:54:10,server_8,42.95
20:54:10,server_7,22.51
20:54:10,server_6,30.78
20:54:10,server_5,36.15
20:54:10,server_4,50.66
20:54:10,server_3,91.9
20:54:10,server_2,91.72
20:54:10,server_10,52.4
20:54:15,server_13,42.03
20:54:15,server_14,29.49
20:54:15,server_15,82.11
20:54:15,server_20,23.69
20:54:15,server_18,22.55
20:54:15,server_19,39.22
20:54:15,server_12,55.55
20:54:15,server_16,38.26
20:54:15,server_11,94.12
20:54:15,server_17,62.06
20:54:15,server_9,63.29
20:54:15,server_10,98.51
20:54:15,server_2,83.86
20:54:15,server_3,44.87
20:54:15,server_4,46.02
20:54:15,server_1,77.94
20:54:15,server_6,86.09
20:54:15,server_7,47.81
20:54:15,server_8,54.5
20:54:15,server_5,41.35
20:54:20,server_20,48.54
20:54:20,server_12,96.51
20:54:20,server_19,13.56
20:54:20,server_18,64.24
20:54:20,server_17,61.73
20:54:20,server_16,43.52
20:54:20,server_15,48.45
20:54:20,server_14,8.75
20:54:20,server_13,22.05
20:54:20,server_11,35.06
20:54:20,server_7,41.23
20:54:20,server_9,76.05
20:54:20,server_8,23.47
20:54:20,server_6,93.05
20:54:20,server_5,47.94
20:54:20,server_4,56.24
20:54:20,server_3,95.74
20:54:20,server_2,83.64
20:54:20,server_1,44.56
20:54:20,server_10,13.89
20:54:25,server_15,85.88
20:54:25,server_13,31.27
20:54:25,server_14,15.43
20:54:25,server_16,43.83
20:54:25,server_12,12.58
20:54:25,server_18,81.15
20:54:25,server_19,68.29
20:54:25,server_20,90.7
20:54:25,server_17,84.71
20:54:25,server_11,98.76
20:54:25,server_1,20.4
20:54:25,server_9,98.7
20:54:25,server_2,34.97
20:54:25,server_3,3.38
20:54:25,server_4,51.11
20:54:25,server_10,42.15
20:54:25,server_6,44.56
20:54:25,server_7,40.46
20:54:25,server_8,16.01
20:54:25,server_5,46.92
20:54:30,server_13,82.68
20:54:30,server_20,25.94
20:54:30,server_19,23.22
20:54:30,server_18,49.21
20:54:30,server_17,83.46
20:54:30,server_16,36.01
20:54:30,server_15,29.29
20:54:30,server_14,32.67
20:54:30,server_12,0.95
20:54:30,server_11,35.03
20:54:30,server_1,42.51
20:54:30,server_9,39.07
20:54:30,server_8,57.52
20:54:30,server_7,75.57
20:54:30,server_6,71.48
20:54:30,server_5,82.21
20:54:30,server_4,89.27
20:54:30,server_3,33.93
20:54:30,server_2,25.8
20:54:30,server_10,23.05
20:54:35,server_13,4.74
20:54:35,server_14,89.08
20:54:35,server_15,35.12
20:54:35,server_16,65.99
20:54:35,server_12,68.69
20:54:35,server_18,89.31
20:54:35,server_19,10.24
20:54:35,server_20,79.65
20:54:35,server_17,42.2
20:54:35,server_11,94.31
20:54:35,server_1,58.6
20:54:35,server_9,30.18
20:54:35,server_8,40.27
20:54:35,server_7,78.34
20:54:35,server_6,94.28
20:54:35,server_5,48.01
20:54:35,server_4,61.6
20:54:35,server_3,21.96
20:54:35,server_2,46.78
20:54:35,server_10,70.13
20:54:40,server_13,55.89
20:54:40,server_14,22.52
20:54:40,server_15,91.79
20:54:40,server_16,75.3
20:54:40,server_20,74.52
20:54:40,server_18,68.76
20:54:40,server_19,57.03
20:54:40,server_12,25.06
20:54:40,server_17,89.56
20:54:40,server_11,65.98
20:54:40,server_1,54.94
20:54:40,server_9,72.17
20:54:40,server_2,97.14
20:54:40,server_3,27.07
20:54:40,server_4,8.75
20:54:40,server_10,48.71
20:54:40,server_6,60.5
20:54:40,server_7,71.02
20:54:40,server_8,41.74
20:54:40,server_5,45.04
20:54:45,server_12,35.43
20:54:45,server_19,45.05
20:54:45,server_18,59.08
20:54:45,server_17,87.01
20:54:45,server_16,20.15
20:54:45,server_15,53.95
20:54:45,server_14,84.4
20:54:45,server_13,36.85
20:54:45,server_20,41.03
20:54:45,server_11,40.03
20:54:45,server_9,81.35
20:54:45,server_8,14.56
20:54:45,server_7,84.32
20:54:45,server_6,42.46
20:54:45,server_5,86.7
20:54:45,server_4,77.04
20:54:45,server_3,29.22
20:54:45,server_2,24.12
20:54:45,server_1,47.77
20:54:45,server_10,25.15
20:54:50,server_13,45.55
20:54:50,server_14,26.63
20:54:50,server_15,40.63
20:54:50,server_16,50.73
20:54:50,server_12,97.35
20:54:50,server_18,96.63
20:54:50,server_19,41.26
20:54:50,server_20,85.57
20:54:50,server_17,93.41
20:54:50,server_11,43.95
20:54:50,server_5,53.87
20:54:50,server_9,14.45
20:54:50,server_1,81.35
20:54:50,server_2,89.47
20:54:50,server_3,44.7
20:54:50,server_4,35.3
20:54:50,server_10,45.41
20:54:50,server_6,34.55
20:54:50,server_7,32.47
20:54:50,server_8,90.37
20:54:55,server_20,59.42
20:54:55,server_19,35.72
20:54:55,server_18,4.8
20:54:55,server_17,9.31
20:54:55,server_16,62.12
20:54:55,server_15,54.33
20:54:55,server_13,89.07
20:54:55,server_12,25.76
20:54:55,server_11,73.79
20:54:55,server_14,82.1
20:54:55,server_9,80.89
20:54:55,server_10,56.6
20:54:55,server_2,42.04
20:54:55,server_3,91.09
20:54:55,server_4,83.79
20:54:55,server_1,31.2
20:54:55,server_6,51.9
20:54:55,server_7,19.02
20:54:55,server_8,46.98
20:54:55,server_5,40.73
20:55:00,server_12,42.73
20:55:00,server_20,84.76
20:55:00,server_19,98.45
20:55:00,server_18,93.51
20:55:00,server_17,29.96
20:55:00,server_16,17.55
20:55:00,server_15,38.97
20:55:00,server_14,57.16
20:55:00,server_13,83.6
20:55:00,server_11,53.39
20:55:00,server_3,91.16
20:55:00,server_9,68.76
20:55:00,server_10,43.62
20:55:00,server_2,26.4
20:55:00,server_4,58.58
20:55:00,server_1,38.85
20:55:00,server_6,41.43
20:55:00,server_7,61.79
20:55:00,server_8,46.55
20:55:00,server_5,26.84
20:55:05,server_12,35.2
20:55:05,server_20,57.36
20:55:05,server_19,3.52
20:55:05,server_18,48.62
20:55:05,server_17,64.63
20:55:05,server_16,68.63
20:55:05,server_15,99.2
20:55:05,server_13,30.6
20:55:05,server_11,7.56
20:55:05,server_14,58.68
20:55:05,server_9,38.88
20:55:05,server_2,37.36
20:55:05,server_3,63.99
20:55:05,server_4,92.58
20:55:05,server_5,56.2
20:55:05,server_1,25.84
20:55:05,server_10,16.13
20:55:05,server_7,13.92
20:55:05,server_8,46.83
20:55:05,server_6,22.67
20:55:10,server_12,63.77
20:55:10,server_19,2.05
20:55:10,server_18,80.32
20:55:10,server_17,52.95
20:55:10,server_16,36.99
20:55:10,server_15,80.07
20:55:10,server_14,38.41
20:55:10,server_13,35.92
20:55:10,server_11,47.97
20:55:10,server_20,69.53
20:55:10,server_9,8.95
20:55:10,server_1,26.2
20:55:10,server_2,60.9
20:55:10,server_3,52.37
20:55:10,server_4,56.53
20:55:10,server_10,57.76
20:55:10,server_6,43.32
20:55:10,server_7,34.91
20:55:10,server_8,81.8
20:55:10,server_5,88.9
20:55:15,server_11,35.97
20:55:15,server_19,5.41
20:55:15,server_18,43.9
20:55:15,server_17,35.94
20:55:15,server_16,97.03
20:55:15,server_15,26.95
20:55:15,server_14,38.58
20:55:15,server_13,94.03
20:55:15,server_12,62.15
20:55:15,server_20,91.67
20:55:15,server_10,49.55
20:55:15,server_8,90.04
20:55:15,server_7,0.25
20:55:15,server_6,22.78
20:55:15,server_5,56.35
20:55:15,server_4,39.65
20:55:15,server_3,92.88
20:55:15,server_2,44.97
20:55:15,server_1,64.63
20:55:15,server_9,54.43
20:55:20,server_13,20.36
20:55:20,server_14,47.36
20:55:20,server_15,8.38
20:55:20,server_16,78.67
20:55:20,server_20,42.4
20:55:20,server_18,8.48
20:55:20,server_19,37.18
20:55:20,server_12,22.9
20:55:20,server_17,37.74
20:55:20,server_11,41.21
20:55:20,server_4,54.03
20:55:20,server_9,45.81
20:55:20,server_10,64.42
20:55:20,server_2,83.52
20:55:20,server_3,54.03
20:55:20,server_1,5.06
20:55:20,server_6,48.65
20:55:20,server_7,51.03
20:55:20,server_8,30.75
20:55:20,server_5,53.0
20:55:25,server_20,34.67
20:55:25,server_19,27.71
20:55:25,server_18,21.9
20:55:25,server_17,45.85
20:55:25,server_16,84.57
20:55:25,server_15,52.61
20:55:25,server_14,93.74
20:55:25,server_12,59.62
20:55:25,server_11,58.83
20:55:25,server_13,99.96
20:55:25,server_9,54.22
20:55:25,server_10,33.25
20:55:25,server_2,32.63
20:55:25,server_3,90.52
20:55:25,server_4,99.2
20:55:25,server_1,65.16
20:55:25,server_6,43.49
20:55:25,server_7,48.37
20:55:25,server_8,21.54
20:55:25,server_5,68.17
20:55:30,server_12,6.58
20:55:30,server_20,50.0
20:55:30,server_19,54.34
20:55:30,server_18,80.06
20:55:30,server_17,97.05
20:55:30,server_16,24.99
20:55:30,server_15,85.73
20:55:30,server_14,94.59
20:55:30,server_13,19.09
20:55:30,server_11,80.42
20:55:30,server_3,85.85
20:55:30,server_9,39.81
20:55:30,server_8,91.91
20:55:30,server_7,58.15
20:55:30,server_6,32.85
20:55:30,server_5,49.3
20:55:30,server_4,34.64
20:55:30,server_2,83.65
20:55:30,server_1,54.82
20:55:30,server_10,56.9
20:55:35,server_15,61.29
20:55:35,server_14,96.54
20:55:35,server_16,48.56
20:55:35,server_17,49.99
20:55:35,server_3,63.03
20:55:35,server_19,22.12
20:55:35,server_13,81.96
20:55:35,server_20,42.47
20:55:35,server_18,47.82
20:55:35,server_12,90.06
20:55:35,server_1,3.1
20:55:35,server_10,62.96
20:55:35,server_2,46.79
20:55:35,server_4,80.01
20:55:35,server_5,83.19
20:55:35,server_11,95.99
20:55:35,server_7,57.09
20:55:35,server_8,35.41
20:55:35,server_9,26.35
20:55:35,server_6,37.25
20:55:40,server_12,96.51
20:55:40,server_19,41.15
20:55:40,server_18,59.33
20:55:40,server_17,53.42
20:55:40,server_16,43.11
20:55:40,server_15,17.07
20:55:40,server_14,24.79
20:55:40,server_13,85.62
20:55:40,server_20,15.01
20:55:40,server_11,50.59
20:55:40,server_9,59.27
20:55:40,server_8,95.47
20:55:40,server_7,39.73
20:55:40,server_6,34.34
20:55:40,server_5,53.13
20:55:40,server_4,62.09
20:55:40,server_3,31.86
20:55:40,server_2,84.01
20:55:40,server_1,87.74
20:55:40,server_10,59.4
20:55:45,server_12,43.82
20:55:45,server_13,61.19
20:55:45,server_14,85.09
20:55:45,server_15,2.81
20:55:45,server_11,54.01
20:55:45,server_17,45.98
20:55:45,server_18,41.53
20:55:45,server_19,27.26
20:55:45,server_16,51.07
20:55:45,server_20,40.14
20:55:45,server_10,89.54
20:55:45,server_8,24.13
20:55:45,server_7,51.07
20:55:45,server_6,59.3
20:55:45,server_5,85.61
20:55:45,server_4,44.73
20:55:45,server_3,75.38
20:55:45,server_2,90.69
20:55:45,server_1,48.75
20:55:45,server_9,43.05
20:55:50,server_13,64.73
20:55:50,server_14,23.01
20:55:50,server_15,68.18
20:55:50,server_16,93.82
20:55:50,server_20,50.67
20:55:50,server_18,98.36
20:55:50,server_19,34.47
20:55:50,server_12,50.61
20:55:50,server_17,54.66
20:55:50,server_11,68.7
20:55:50,server_10,21.82
20:55:50,server_9,19.92
20:55:50,server_2,43.82
20:55:50,server_3,22.07
20:55:50,server_4,65.48
20:55:50,server_1,95.34
20:55:50,server_6,82.74
20:55:50,server_7,98.08
20:55:50,server_8,13.84
20:55:50,server_5,64.9
20:55:55,server_12,33.02
20:55:55,server_19,13.42
20:55:55,server_18,89.16
20:55:55,server_17,63.41
20:55:55,server_16,36.12
20:55:55,server_15,58.44
20:55:55,server_14,66.38
20:55:55,server_13,85.02
20:55:55,server_11,95.15
20:55:55,server_20,47.36
20:55:55,server_9,37.07
20:55:55,server_1,93.24
20:55:55,server_2,66.26
20:55:55,server_3,52.22
20:55:55,server_4,62.78
20:55:55,server_10,13.97
20:55:55,server_6,34.94
20:55:55,server_7,67.34
20:55:55,server_8,35.01
20:55:55,server_5,44.04
20:56:00,server_12,80.84
20:56:00,server_19,83.56
20:56:00,server_18,45.4
20:56:00,server_17,67.95
20:56:00,server_16,26.26
20:56:00,server_15,86.6
20:56:00,server_14,49.92
20:56:00,server_13,30.89
20:56:00,server_11,40.52
20:56:00,server_20,62.93
20:56:00,server_9,73.33
20:56:00,server_1,55.46
20:56:00,server_2,54.05
20:56:00,server_3,45.72
20:56:00,server_4,41.22
20:56:00,server_10,92.19
20:56:00,server_6,78.7
20:56:00,server_7,26.58
20:56:00,server_8,85.57
20:56:00,server_5,74.69
20:56:05,server_11,91.57
20:56:05,server_19,51.96
20:56:05,server_18,88.8
20:56:05,server_17,57.78
20:56:05,server_16,61.04
20:56:05,server_15,58.97
20:56:05,server_14,48.61
20:56:05,server_13,30.74
20:56:05,server_12,38.39
20:56:05,server_20,55.83
20:56:05,server_10,36.78
20:56:05,server_8,30.29
20:56:05,server_7,67.62
20:56:05,server_6,99.54
20:56:05,server_5,82.56
20:56:05,server_4,71.19
20:56:05,server_3,26.33
20:56:05,server_2,48.54
20:56:05,server_1,27.73
20:56:05,server_9,95.58
20:56:10,server_13,94.93
20:56:10,server_14,23.16
20:56:10,server_15,38.48
20:56:10,server_12,48.77
20:56:10,server_17,41.68
20:56:10,server_18,61.53
20:56:10,server_19,31.64
20:56:10,server_16,47.97
20:56:10,server_11,45.47
20:56:10,server_20,69.97
20:56:10,server_9,4.62
20:56:10,server_1,42.88
20:56:10,server_2,42.15
20:56:10,server_3,58.85
20:56:10,server_4,60.59
20:56:10,server_10,55.27
20:56:10,server_6,56.81
20:56:10,server_7,67.16
20:56:10,server_8,22.37
20:56:10,server_5,25.21
20:56:15,server_19,64.34
20:56:15,server_18,0.51
20:56:15,server_17,63.92
20:56:15,server_16,40.07
20:56:15,server_15,47.71
20:56:15,server_14,9.34
20:56:15,server_13,55.18
20:56:15,server_12,45.32
20:56:15,server_11,87.32
20:56:15,server_20,34.63
20:56:15,server_9,4.68
20:56:15,server_1,15.09
20:56:15,server_2,16.82
20:56:15,server_3,43.96
20:56:15,server_4,50.96
20:56:15,server_10,84.98
20:56:15,server_6,86.96
20:56:15,server_7,33.84
20:56:15,server_8,24.83
20:56:15,server_5,58.55
20:56:20,server_11,96.26
20:56:20,server_19,65.36
20:56:20,server_18,39.62
20:56:20,server_17,96.62
20:56:20,server_16,35.26
20:56:20,server_15,30.6
20:56:20,server_14,47.97
20:56:20,server_13,96.59
20:56:20,server_12,59.3
20:56:20,server_20,15.86
20:56:20,server_10,37.25
20:56:20,server_8,66.86
20:56:20,server_9,60.41
20:56:20,server_1,60.2
20:56:20,server_2,64.44
20:56:20,server_3,30.92
20:56:20,server_5,29.44
20:56:20,server_6,29.12
20:56:20,server_7,49.19
20:56:20,server_4,27.42
20:56:25,server_20,60.4
20:56:25,server_11,53.05
20:56:25,server_18,84.59
20:56:25,server_17,36.85
20:56:25,server_16,64.66
20:56:25,server_15,49.07
20:56:25,server_14,27.52
20:56:25,server_13,45.99
20:56:25,server_12,50.18
20:56:25,server_19,91.03
20:56:25,server_10,62.6
20:56:25,server_8,29.11
20:56:25,server_1,50.66
20:56:25,server_2,52.18
20:56:25,server_3,12.3
20:56:25,server_9,57.73
20:56:25,server_5,50.55
20:56:25,server_6,47.17
20:56:25,server_7,40.03
20:56:25,server_4,35.9
20:56:30,server_12,67.69
20:56:30,server_19,26.05
20:56:30,server_18,32.54
20:56:30,server_17,67.15
20:56:30,server_16,97.69
20:56:30,server_15,31.31
20:56:30,server_14,89.0
20:56:30,server_13,31.37
20:56:30,server_11,97.6
20:56:30,server_20,85.17
20:56:30,server_9,44.43
20:56:30,server_1,84.38
20:56:30,server_2,42.03
20:56:30,server_3,86.05
20:56:30,server_4,24.39
20:56:30,server_10,97.49
20:56:30,server_6,45.77
20:56:30,server_7,23.61
20:56:30,server_8,88.22
20:56:30,server_5,48.45
20:56:35,server_11,59.02
20:56:35,server_19,4.07
20:56:35,server_18,54.68
20:56:35,server_17,26.49
20:56:35,server_16,63.61
20:56:35,server_15,84.87
20:56:35,server_14,66.99
20:56:35,server_13,43.11
20:56:35,server_12,64.97
20:56:35,server_20,35.09
20:56:35,server_10,55.03
20:56:35,server_8,88.28
20:56:35,server_7,35.0
20:56:35,server_6,67.48
20:56:35,server_5,56.38
20:56:35,server_4,82.42
20:56:35,server_3,62.28
20:56:35,server_2,47.62
20:56:35,server_1,28.62
20:56:35,server_9,31.74
20:56:40,server_13,43.82
20:56:40,server_14,35.79
20:56:40,server_16,58.16
20:56:40,server_12,60.71
20:56:40,server_18,95.04
20:56:40,server_19,69.56
20:56:40,server_20,50.84
20:56:40,server_17,43.29
20:56:40,server_11,41.06
20:56:40,server_15,60.76
20:56:40,server_9,55.92
20:56:40,server_2,84.82
20:56:40,server_3,39.4
20:56:40,server_4,54.07
20:56:40,server_5,56.24
20:56:40,server_1,35.97
20:56:40,server_6,5.37
20:56:40,server_7,32.63
20:56:40,server_8,52.28
20:56:40,server_10,93.45
20:56:45,server_12,41.44
20:56:45,server_20,38.61
20:56:45,server_19,76.0
20:56:45,server_18,27.96
20:56:45,server_17,91.34
20:56:45,server_16,33.5
20:56:45,server_15,47.24
20:56:45,server_14,79.24
20:56:45,server_13,85.37
20:56:45,server_11,52.23
20:56:45,server_10,32.55
20:56:45,server_9,67.2
20:56:45,server_2,88.52
20:56:45,server_3,55.91
20:56:45,server_4,86.62
20:56:45,server_1,43.7
20:56:45,server_6,90.25
20:56:45,server_7,39.21
20:56:45,server_8,48.91
20:56:45,server_5,55.21
20:56:50,server_12,53.45
20:56:50,server_19,55.92
20:56:50,server_18,22.83
20:56:50,server_17,34.75
20:56:50,server_16,56.28
20:56:50,server_15,80.78
20:56:50,server_14,65.72
20:56:50,server_13,47.12
20:56:50,server_11,26.61
20:56:50,server_20,88.86
20:56:50,server_9,42.95
20:56:50,server_1,97.72
20:56:50,server_2,1.97
20:56:50,server_3,49.25
20:56:50,server_4,93.95
20:56:50,server_10,69.96
20:56:50,server_6,37.6
20:56:50,server_7,22.96
20:56:50,server_8,28.67
20:56:50,server_5,14.25
20:56:55,server_12,53.82
20:56:55,server_19,28.67
20:56:55,server_18,65.12
20:56:55,server_17,1.98
20:56:55,server_16,88.51
20:56:55,server_15,55.99
20:56:55,server_14,39.75
20:56:55,server_13,79.21
20:56:55,server_11,57.22
20:56:55,server_20,55.55
20:56:55,server_9,44.51
20:56:55,server_1,67.13
20:56:55,server_2,35.65
20:56:55,server_3,47.91
20:56:55,server_4,36.74
20:56:55,server_10,33.66
20:56:55,server_6,37.7
20:56:55,server_7,81.38
20:56:55,server_8,81.98
20:56:55,server_5,98.47
20:57:00,server_11,74.56
20:57:00,server_19,59.18
20:57:00,server_18,48.69
20:57:00,server_17,43.23
20:57:00,server_16,69.11
20:57:00,server_15,27.14
20:57:00,server_14,40.5
20:57:00,server_13,95.29
20:57:00,server_12,71.72
20:57:00,server_20,84.44
20:57:00,server_10,36.34
20:57:00,server_8,21.1
20:57:00,server_7,74.6
20:57:00,server_6,44.07
20:57:00,server_5,40.32
20:57:00,server_4,71.08
20:57:00,server_3,48.36
20:57:00,server_2,32.17
20:57:00,server_1,42.44
20:57:00,server_9,60.8
20:57:05,server_13,22.37
20:57:05,server_14,39.53
20:57:05,server_15,82.15
20:57:05,server_12,27.62
20:57:05,server_17,87.56
20:57:05,server_18,37.55
20:57:05,server_19,97.69
20:57:05,server_16,55.2
20:57:05,server_11,18.79
20:57:05,server_20,67.91
20:57:05,server_9,42.43
20:57:05,server_1,86.35
20:57:05,server_2,20.3
20:57:05,server_3,58.79
20:57:05,server_4,60.14
20:57:05,server_10,59.36
20:57:05,server_6,40.38
20:57:05,server_7,40.95
