ts,server_id,cpu_pct
20:53:50,server_9,36.32
20:53:50,server_8,34.26
20:53:50,server_7,22.39
20:53:50,server_6,25.59
20:53:50,server_5,86.3
20:53:50,server_4,59.39
20:53:50,server_3,55.57
20:53:50,server_2,85.23
20:53:50,server_10,31.22
20:53:55,server_13,67.02
20:53:55,server_14,29.24
20:53:55,server_15,36.16
20:53:55,server_16,34.49
20:53:55,server_20,94.39
20:53:55,server_18,85.39
20:53:55,server_19,46.95
20:53:55,server_12,34.57
20:53:55,server_17,42.33
20:53:55,server_11,91.1
20:53:55,server_5,97.58
20:53:55,server_9,45.84
20:53:55,server_2,61.4
20:53:55,server_3,20.94
20:53:55,server_4,34.2
20:53:55,server_1,82.87
20:53:55,server_6,79.93
20:53:55,server_7,83.61
20:53:55,server_8,47.28
20:53:55,server_10,45.37
20:54:00,server_12,39.37
20:54:00,server_19,31.93
20:54:00,server_18,63.62
20:54:00,server_17,63.21
20:54:00,server_16,26.03
20:54:00,server_15,46.8
20:54:00,server_14,28.5
20:54:00,server_13,55.09
20:54:00,server_11,6.6
20:54:00,server_20,36.93
20:54:00,server_9,41.17
20:54:00,server_1,26.79
20:54:00,server_2,97.21
20:54:00,server_3,69.6
20:54:00,server_4,39.44
20:54:00,server_10,86.01
20:54:00,server_6,83.01
20:54:00,server_7,11.33
20:54:00,server_8,5.97
20:54:00,server_5,63.67
20:54:05,server_11,22.45
20:54:05,server_19,9.63
20:54:05,server_18,42.71
20:54:05,server_17,77.58
20:54:05,server_16,54.02
20:54:05,server_15,99.8
20:54:05,server_14,29.23
20:54:05,server_13,31.1
20:54:05,server_12,21.4
20:54:05,server_20,44.19
20:54:05,server_10,59.08
20:54:05,server_8,33.81
20:54:05,server_7,90.15
20:54:05,server_6,50.18
20:54:05,server_5,65.8
20:54:05,server_4,77.92
20:54:05,server_3,93.24
20:54:05,server_2,63.48
20:54:05,server_1,85.5
20:54:05,server_9,40.46
20:54:10,server_14,65.21
20:54:10,server_15,64.94
20:54:10,server_16,65.57
20:54:10,server_13,54.02
20:54:10,server_18,89.78
20:54:10,server_19,61.5
20:54:10,server_20,59.6
20:54:10,server_17,69.87
20:54:10,server_12,46.9
20:54:10,server_11,33.02
20:54:10,server_1,85.13
20:54:10,server_9,97.48
20:54:10,server_8,40.37
20:54:10,server_7,23.31
20:54:10,server_6,60.79
20:54:10,server_5,43.19
20:54:10,server_4,35.8
20:54:10,server_3,94.25
20:54:10,server_2,86.06
20:54:10,server_10,67.58
20:54:15,server_13,38.86
20:54:15,server_14,27.49
20:54:15,server_15,27.88
20:54:15,server_20,36.83
20:54:15,server_18,22.7
20:54:15,server_19,73.09
20:54:15,server_12,61.06
20:54:15,server_16,44.05
20:54:15,server_11,29.43
20:54:15,server_17,41.79
20:54:15,server_9,69.11
20:54:15,server_10,69.91
20:54:15,server_2,24.29
20:54:15,server_3,49.14
20:54:15,server_4,38.13
20:54:15,server_1,66.16
20:54:15,server_6,19.76
20:54:15,server_7,51.21
20:54:15,server_8,54.79
20:54:15,server_5,23.53
20:54:20,server_20,36.35
20:54:20,server_12,94.05
20:54:20,server_19,81.43
20:54:20,server_18,62.83
20:54:20,server_17,51.15
20:54:20,server_16,48.85
20:54:20,server_15,57.34
20:54:20,server_14,87.5
20:54:20,server_13,84.0
20:54:20,server_11,37.21
20:54:20,server_7,75.65
20:54:20,server_9,63.36
20:54:20,server_8,80.84
20:54:20,server_6,17.57
20:54:20,server_5,65.38
20:54:20,server_4,64.39
20:54:20,server_3,87.12
20:54:20,server_2,95.61
20:54:20,server_1,48.96
20:54:20,server_10,80.14
20:54:25,server_15,29.14
20:54:25,server_13,26.48
20:54:25,server_14,90.77
20:54:25,server_16,36.47
20:54:25,server_12,24.62
20:54:25,server_18,11.03
20:54:25,server_19,61.04
20:54:25,server_20,4.48
20:54:25,server_17,11.97
20:54:25,server_11,4.88
20:54:25,server_1,98.73
20:54:25,server_9,85.74
20:54:25,server_2,32.87
20:54:25,server_3,94.39
20:54:25,server_4,59.46
20:54:25,server_10,21.13
20:54:25,server_6,57.06
20:54:25,server_7,42.74
20:54:25,server_8,84.13
20:54:25,server_5,52.47
20:54:30,server_13,89.66
20:54:30,server_20,43.27
20:54:30,server_19,95.62
20:54:30,server_18,52.13
20:54:30,server_17,4.12
20:54:30,server_16,33.54
20:54:30,server_15,28.9
20:54:30,server_14,35.71
20:54:30,server_12,99.32
20:54:30,server_11,38.33
20:54:30,server_1,38.6
20:54:30,server_9,46.43
20:54:30,server_8,58.74
20:54:30,server_7,64.97
20:54:30,server_6,59.76
20:54:30,server_5,99.8
20:54:30,server_4,23.35
20:54:30,server_3,74.92
20:54:30,server_2,26.82
20:54:30,server_10,88.38
20:54:35,server_13,99.36
20:54:35,server_14,4.55
20:54:35,server_15,33.87
20:54:35,server_16,53.34
20:54:35,server_12,63.72
20:54:35,server_18,64.43
20:54:35,server_19,96.89
20:54:35,server_20,59.56
20:54:35,server_17,58.86
20:54:35,server_11,26.84
20:54:35,server_1,40.62
20:54:35,server_9,35.24
20:54:35,server_8,25.39
20:54:35,server_7,66.42
20:54:35,server_6,9.33
20:54:35,server_5,47.57
20:54:35,server_4,62.15
20:54:35,server_3,97.6
20:54:35,server_2,32.04
20:54:35,server_10,67.02
20:54:40,server_13,46.86
20:54:40,server_14,33.46
20:54:40,server_15,1.78
20:54:40,server_16,66.42
20:54:40,server_20,66.6
20:54:40,server_18,64.42
20:54:40,server_19,63.5
20:54:40,server_12,85.78
20:54:40,server_17,86.72
20:54:40,server_11,41.55
20:54:40,server_1,64.51
20:54:40,server_9,63.91
20:54:40,server_2,22.09
20:54:40,server_3,28.25
20:54:40,server_4,93.84
20:54:40,server_10,51.88
20:54:40,server_6,59.51
20:54:40,server_7,61.11
20:54:40,server_8,62.43
20:54:40,server_5,33.46
20:54:45,server_12,26.39
20:54:45,server_19,73.95
20:54:45,server_18,54.42
20:54:45,server_17,98.64
20:54:45,server_16,39.89
20:54:45,server_15,47.68
20:54:45,server_14,69.78
20:54:45,server_13,22.69
20:54:45,server_20,47.23
20:54:45,server_11,36.33
20:54:45,server_9,97.47
20:54:45,server_8,92.01
20:54:45,server_7,25.41
20:54:45,server_6,33.29
20:54:45,server_5,14.49
20:54:45,server_4,50.85
20:54:45,server_3,94.83
20:54:45,server_2,36.37
20:54:45,server_1,52.22
20:54:45,server_10,27.92
20:54:50,server_13,24.35
20:54:50,server_14,27.33
20:54:50,server_15,44.02
20:54:50,server_16,61.1
20:54:50,server_12,3.63
20:54:50,server_18,24.72
20:54:50,server_19,40.01
20:54:50,server_20,89.76
20:54:50,server_17,88.05
20:54:50,server_11,34.72
20:54:50,server_5,60.42
20:54:50,server_9,96.72
20:54:50,server_1,19.22
20:54:50,server_2,93.83
20:54:50,server_3,56.25
20:54:50,server_4,74.48
20:54:50,server_10,42.67
20:54:50,server_6,34.52
20:54:50,server_7,79.68
20:54:50,server_8,94.39
20:54:55,server_20,68.21
20:54:55,server_19,22.89
20:54:55,server_18,85.07
20:54:55,server_17,25.27
20:54:55,server_16,51.65
20:54:55,server_15,60.64
20:54:55,server_13,23.9
20:54:55,server_12,28.27
20:54:55,server_11,48.67
20:54:55,server_14,18.12
20:54:55,server_9,69.68
20:54:55,server_10,65.38
20:54:55,server_2,77.21
20:54:55,server_3,92.1
20:54:55,server_4,89.31
20:54:55,server_1,33.23
20:54:55,server_6,45.5
20:54:55,server_7,95.01
20:54:55,server_8,43.95
20:54:55,server_5,38.42
20:55:00,server_12,32.14
20:55:00,server_20,11.92
20:55:00,server_19,28.16
20:55:00,server_18,93.01
20:55:00,server_17,32.27
20:55:00,server_16,21.89
20:55:00,server_15,45.26
20:55:00,server_14,72.13
20:55:00,server_13,86.67
20:55:00,server_11,45.04
20:55:00,server_3,29.89
20:55:00,server_9,49.88
20:55:00,server_10,67.74
20:55:00,server_2,41.3
20:55:00,server_4,49.67
20:55:00,server_1,38.29
20:55:00,server_6,30.53
20:55:00,server_7,56.66
20:55:00,server_8,49.24
20:55:00,server_5,35.35
20:55:05,server_12,74.56
20:55:05,server_20,68.05
20:55:05,server_19,20.58
20:55:05,server_18,28.53
20:55:05,server_17,64.75
20:55:05,server_16,66.07
20:55:05,server_15,29.89
20:55:05,server_13,27.57
20:55:05,server_11,82.2
20:55:05,server_14,61.85
20:55:05,server_9,75.06
20:55:05,server_2,27.12
20:55:05,server_3,52.12
20:55:05,server_4,1.95
20:55:05,server_5,52.55
20:55:05,server_1,29.58
20:55:05,server_10,86.3
20:55:05,server_7,86.34
20:55:05,server_8,53.08
20:55:05,server_6,21.16
20:55:10,server_12,54.31
20:55:10,server_19,91.12
20:55:10,server_18,67.72
20:55:10,server_17,63.29
20:55:10,server_16,67.21
20:55:10,server_15,60.52
20:55:10,server_14,36.25
20:55:10,server_13,34.59
20:55:10,server_11,38.27
20:55:10,server_20,63.39
20:55:10,server_9,21.19
20:55:10,server_1,27.22
20:55:10,server_2,45.11
20:55:10,server_3,76.68
20:55:10,server_4,62.36
20:55:10,server_10,55.79
20:55:10,server_6,42.55
20:55:10,server_7,47.51
20:55:10,server_8,88.81
20:55:10,server_5,0.36
20:55:15,server_11,35.24
20:55:15,server_19,88.34
20:55:15,server_18,43.03
20:55:15,server_17,45.05
20:55:15,server_16,8.83
20:55:15,server_15,80.53
20:55:15,server_14,64.28
20:55:15,server_13,94.01
20:55:15,server_12,63.53
20:55:15,server_20,12.76
20:55:15,server_10,57.5
20:55:15,server_8,85.12
20:55:15,server_7,98.99
20:55:15,server_6,94.29
20:55:15,server_5,64.99
20:55:15,server_4,46.12
20:55:15,server_3,21.82
20:55:15,server_2,27.98
20:55:15,server_1,36.01
20:55:15,server_9,39.65
20:55:20,server_13,97.69
20:55:20,server_14,22.57
20:55:20,server_15,85.62
20:55:20,server_16,68.59
20:55:20,server_20,25.91
20:55:20,server_18,98.94
20:55:20,server_19,51.06
20:55:20,server_12,33.8
20:55:20,server_17,49.36
20:55:20,server_11,72.19
20:55:20,server_4,48.6
20:55:20,server_9,60.76
20:55:20,server_10,61.6
20:55:20,server_2,96.74
20:55:20,server_3,37.23
20:55:20,server_1,95.69
20:55:20,server_6,50.37
20:55:20,server_7,63.08
20:55:20,server_8,37.38
20:55:20,server_5,73.73
20:55:25,server_20,20.05
20:55:25,server_19,27.02
20:55:25,server_18,20.37
20:55:25,server_17,34.85
20:55:25,server_16,85.1
20:55:25,server_15,68.34
20:55:25,server_14,15.46
20:55:25,server_12,65.75
20:55:25,server_11,56.47
20:55:25,server_13,2.84
20:55:25,server_9,56.89
20:55:25,server_10,26.94
20:55:25,server_2,40.93
20:55:25,server_3,61.98
20:55:25,server_4,95.55
20:55:25,server_1,53.51
20:55:25,server_6,61.56
20:55:25,server_7,77.17
20:55:25,server_8,48.77
20:55:25,server_5,54.59
20:55:30,server_12,84.37
20:55:30,server_20,46.08
20:55:30,server_19,40.69
20:55:30,server_18,70.0
20:55:30,server_17,25.27
20:55:30,server_16,27.73
20:55:30,server_15,90.44
20:55:30,server_14,91.8
20:55:30,server_13,80.21
20:55:30,server_11,19.88
20:55:30,server_3,97.5
20:55:30,server_9,33.8
20:55:30,server_8,94.4
20:55:30,server_7,47.43
20:55:30,server_6,23.43
20:55:30,server_5,63.74
20:55:30,server_4,43.97
20:55:30,server_2,10.08
20:55:30,server_1,65.03
20:55:30,server_10,75.86
20:55:35,server_15,51.49
20:55:35,server_14,91.74
20:55:35,server_16,29.32
20:55:35,server_17,30.71
20:55:35,server_3,64.22
20:55:35,server_19,96.86
20:55:35,server_13,26.53
20:55:35,server_20,56.82
20:55:35,server_18,65.78
20:55:35,server_12,21.8
20:55:35,server_1,88.27
20:55:35,server_10,55.79
20:55:35,server_2,42.57
20:55:35,server_4,26.1
20:55:35,server_5,95.75
20:55:35,server_11,15.65
20:55:35,server_7,73.11
20:55:35,server_8,55.07
20:55:35,server_9,25.48
20:55:35,server_6,54.5
20:55:40,server_12,99.08
20:55:40,server_19,64.74
20:55:40,server_18,51.23
20:55:40,server_17,60.29
20:55:40,server_16,45.31
20:55:40,server_15,95.27
20:55:40,server_14,96.47
20:55:40,server_13,27.74
20:55:40,server_20,87.85
20:55:40,server_11,67.14
20:55:40,server_9,57.03
20:55:40,server_8,97.34
20:55:40,server_7,41.33
20:55:40,server_6,67.55
20:55:40,server_5,34.78
20:55:40,server_4,42.01
20:55:40,server_3,20.56
20:55:40,server_2,14.07
20:55:40,server_1,13.21
20:55:40,server_10,63.45
20:55:45,server_12,55.9
20:55:45,server_13,58.18
20:55:45,server_14,66.31
20:55:45,server_15,89.35
20:55:45,server_11,61.09
20:55:45,server_17,57.27
20:55:45,server_18,67.06
20:55:45,server_19,41.54
20:55:45,server_16,34.93
20:55:45,server_20,73.79
20:55:45,server_10,99.09
20:55:45,server_8,40.4
20:55:45,server_7,48.47
20:55:45,server_6,34.79
20:55:45,server_5,99.79
20:55:45,server_4,34.07
20:55:45,server_3,63.36
20:55:45,server_2,14.06
20:55:45,server_1,36.95
20:55:45,server_9,26.65
20:55:50,server_13,57.26
20:55:50,server_14,99.26
20:55:50,server_15,51.24
20:55:50,server_16,96.59
20:55:50,server_20,45.25
20:55:50,server_18,86.58
20:55:50,server_19,36.73
20:55:50,server_12,57.21
20:55:50,server_17,50.42
20:55:50,server_11,61.67
20:55:50,server_10,92.4
20:55:50,server_9,37.14
20:55:50,server_2,66.31
20:55:50,server_3,24.76
20:55:50,server_4,45.87
20:55:50,server_1,0.73
20:55:50,server_6,66.56
20:55:50,server_7,3.61
20:55:50,server_8,28.74
20:55:50,server_5,55.8
20:55:55,server_12,70.93
20:55:55,server_19,87.02
20:55:55,server_18,6.18
20:55:55,server_17,50.17
20:55:55,server_16,28.1
20:55:55,server_15,48.28
20:55:55,server_14,59.74
20:55:55,server_13,68.77
20:55:55,server_11,95.58
20:55:55,server_20,69.1
20:55:55,server_9,25.68
20:55:55,server_1,95.53
20:55:55,server_2,40.81
20:55:55,server_3,53.81
20:55:55,server_4,60.09
20:55:55,server_10,21.05
20:55:55,server_6,42.95
20:55:55,server_7,61.67
20:55:55,server_8,21.09
20:55:55,server_5,60.95
20:56:00,server_12,23.94
20:56:00,server_19,4.16
20:56:00,server_18,55.47
20:56:00,server_17,65.94
20:56:00,server_16,96.37
20:56:00,server_15,87.63
20:56:00,server_14,30.83
20:56:00,server_13,30.35
20:56:00,server_11,21.72
20:56:00,server_20,41.01
20:56:00,server_9,61.55
20:56:00,server_1,76.88
20:56:00,server_2,55.69
20:56:00,server_3,42.83
20:56:00,server_4,36.92
20:56:00,server_10,27.41
20:56:00,server_6,69.82
20:56:00,server_7,83.89
20:56:00,server_8,97.01
20:56:00,server_5,65.24
20:56:05,server_11,93.35
20:56:05,server_19,64.64
20:56:05,server_18,3.95
20:56:05,server_17,61.49
20:56:05,server_16,54.95
20:56:05,server_15,48.33
20:56:05,server_14,42.69
20:56:05,server_13,31.04
20:56:05,server_12,79.52
20:56:05,server_20,44.54
20:56:05,server_10,37.65
20:56:05,server_8,21.58
20:56:05,server_7,57.2
20:56:05,server_6,98.49
20:56:05,server_5,8.22
20:56:05,server_4,55.42
20:56:05,server_3,21.02
20:56:05,server_2,64.03
20:56:05,server_1,85.4
20:56:05,server_9,88.12
20:56:10,server_13,10.88
20:56:10,server_14,20.38
20:56:10,server_15,24.52
20:56:10,server_12,44.21
20:56:10,server_17,37.72
20:56:10,server_18,49.33
20:56:10,server_19,56.43
20:56:10,server_16,47.97
20:56:10,server_11,36.29
20:56:10,server_20,50.53
20:56:10,server_9,80.49
20:56:10,server_1,35.05
20:56:10,server_2,58.03
20:56:10,server_3,36.17
20:56:10,server_4,49.98
20:56:10,server_10,34.51
20:56:10,server_6,50.23
20:56:10,server_7,66.01
20:56:10,server_8,27.18
20:56:10,server_5,93.69
20:56:15,server_19,47.77
20:56:15,server_18,88.98
20:56:15,server_17,52.46
20:56:15,server_16,28.26
20:56:15,server_15,29.48
20:56:15,server_14,80.31
20:56:15,server_13,45.77
20:56:15,server_12,28.04
20:56:15,server_11,8.17
20:56:15,server_20,69.18
20:56:15,server_9,23.14
20:56:15,server_1,92.7
20:56:15,server_2,98.28
20:56:15,server_3,45.17
20:56:15,server_4,47.75
20:56:15,server_10,66.53
20:56:15,server_6,91.96
20:56:15,server_7,40.2
20:56:15,server_8,80.41
20:56:15,server_5,40.63
20:56:20,server_11,90.18
20:56:20,server_19,57.84
20:56:20,server_18,76.16
20:56:20,server_17,86.33
20:56:20,server_16,38.21
20:56:20,server_15,66.25
20:56:20,server_14,31.37
20:56:20,server_13,4.69
20:56:20,server_12,49.37
20:56:20,server_20,86.95
20:56:20,server_10,44.62
20:56:20,server_8,60.69
20:56:20,server_9,53.59
20:56:20,server_1,43.72
20:56:20,server_2,60.03
20:56:20,server_3,63.81
20:56:20,server_5,32.08
20:56:20,server_6,80.93
20:56:20,server_7,67.53
20:56:20,server_4,89.03
20:56:25,server_20,47.19
20:56:25,server_11,32.04
20:56:25,server_18,88.84
20:56:25,server_17,55.98
20:56:25,server_16,54.85
20:56:25,server_15,33.97
20:56:25,server_14,31.24
20:56:25,server_13,40.58
20:56:25,server_12,67.08
20:56:25,server_19,88.33
20:56:25,server_10,48.91
20:56:25,server_8,40.69
20:56:25,server_1,54.21
20:56:25,server_2,61.06
20:56:25,server_3,86.12
20:56:25,server_9,61.16
20:56:25,server_5,53.79
20:56:25,server_6,57.82
20:56:25,server_7,53.24
20:56:25,server_4,32.4
20:56:30,server_12,55.09
20:56:30,server_19,35.55
20:56:30,server_18,21.81
20:56:30,server_17,64.44
20:56:30,server_16,7.36
20:56:30,server_15,44.24
20:56:30,server_14,86.95
20:56:30,server_13,79.9
20:56:30,server_11,16.33
20:56:30,server_20,94.33
20:56:30,server_9,43.81
20:56:30,server_1,15.48
20:56:30,server_2,55.32
20:56:30,server_3,21.71
20:56:30,server_4,37.0
20:56:30,server_10,89.87
20:56:30,server_6,52.51
20:56:30,server_7,20.51
20:56:30,server_8,9.85
20:56:30,server_5,43.71
20:56:35,server_11,58.85
20:56:35,server_19,93.85
20:56:35,server_18,48.84
20:56:35,server_17,33.33
20:56:35,server_16,55.18
20:56:35,server_15,20.56
20:56:35,server_14,63.13
20:56:35,server_13,64.55
20:56:35,server_12,50.99
20:56:35,server_20,23.36
20:56:35,server_10,40.74
20:56:35,server_8,22.86
20:56:35,server_7,27.67
20:56:35,server_6,63.14
20:56:35,server_5,57.34
20:56:35,server_4,22.94
20:56:35,server_3,55.63
20:56:35,server_2,33.95
20:56:35,server_1,81.27
20:56:35,server_9,53.83
20:56:40,server_13,31.31
20:56:40,server_14,61.69
20:56:40,server_16,60.53
20:56:40,server_12,49.89
20:56:40,server_18,11.17
20:56:40,server_19,53.12
20:56:40,server_20,63.55
20:56:40,server_17,21.34
20:56:40,server_11,45.25
20:56:40,server_15,47.45
20:56:40,server_9,66.32
20:56:40,server_2,86.49
20:56:40,server_3,36.35
20:56:40,server_4,38.29
20:56:40,server_5,78.17
20:56:40,server_1,34.51
20:56:40,server_6,94.59
20:56:40,server_7,27.13
20:56:40,server_8,59.18
20:56:40,server_10,91.37
20:56:45,server_12,60.88
20:56:45,server_20,67.19
20:56:45,server_19,67.99
20:56:45,server_18,20.77
20:56:45,server_17,22.16
20:56:45,server_16,32.89
20:56:45,server_15,33.37
20:56:45,server_14,69.22
20:56:45,server_13,92.94
20:56:45,server_11,29.01
20:56:45,server_10,58.1
20:56:45,server_9,62.14
20:56:45,server_2,99.74
20:56:45,server_3,67.71
20:56:45,server_4,15.79
20:56:45,server_1,63.96
20:56:45,server_6,85.29
20:56:45,server_7,28.24
20:56:45,server_8,58.16
20:56:45,server_5,51.64
20:56:50,server_12,48.69
20:56:50,server_19,74.34
20:56:50,server_18,31.05
20:56:50,server_17,55.97
20:56:50,server_16,51.09
20:56:50,server_15,62.82
20:56:50,server_14,42.34
20:56:50,server_13,32.81
20:56:50,server_11,39.33
20:56:50,server_20,94.24
20:56:50,server_9,29.54
20:56:50,server_1,13.47
20:56:50,server_2,85.78
20:56:50,server_3,76.1
20:56:50,server_4,8.77
20:56:50,server_10,54.54
20:56:50,server_6,48.25
20:56:50,server_7,20.64
20:56:50,server_8,29.12
20:56:50,server_5,88.61
20:56:55,server_12,53.89
20:56:55,server_19,43.79
20:56:55,server_18,43.74
20:56:55,server_17,83.41
20:56:55,server_16,86.25
20:56:55,server_15,78.58
20:56:55,server_14,41.45
20:56:55,server_13,63.1
20:56:55,server_11,41.21
20:56:55,server_20,44.53
20:56:55,server_9,56.12
20:56:55,server_1,50.29
20:56:55,server_2,36.55
20:56:55,server_3,62.95
20:56:55,server_4,69.42
20:56:55,server_10,24.55
20:56:55,server_6,26.52
20:56:55,server_7,63.94
20:56:55,server_8,97.12
20:56:55,server_5,15.59
20:57:00,server_11,68.33
20:57:00,server_19,65.38
20:57:00,server_18,40.95
20:57:00,server_17,31.92
20:57:00,server_16,63.3
20:57:00,server_15,20.95
20:57:00,server_14,42.67
20:57:00,server_13,29.32
20:57:00,server_12,55.96
20:57:00,server_20,22.23
20:57:00,server_10,41.85
20:57:00,server_8,89.41
20:57:00,server_7,68.15
20:57:00,server_6,63.49
20:57:00,server_5,57.55
20:57:00,server_4,67.87
20:57:00,server_3,43.24
20:57:00,server_2,74.54
20:57:00,server_1,23.59
20:57:00,server_9,54.17
20:57:05,server_13,33.49
20:57:05,server_14,64.21
20:57:05,server_15,28.85
20:57:05,server_12,95.14
20:57:05,server_17,85.08
20:57:05,server_18,24.13
20:57:05,server_19,96.69
20:57:05,server_16,54.37
20:57:05,server_11,27.69
20:57:05,server_20,54.61
20:57:05,server_9,29.84
20:57:05,server_1,0.27
20:57:05,server_2,24.47
20:57:05,server_3,35.6
20:57:05,server_4,51.46
20:57:05,server_10,43.51
20:57:05,server_6,24.92
20:57:05,server_7,31.26
