ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:15,server_12,57.66,44.12,19325.19,15536.69,139.12
20:53:15,server_19,98.2,25.03,859.0,563.96,0.0
20:53:15,server_18,36.45,56.78,337.86,491.0,66.12
20:53:15,server_17,24.33,51.46,211.12,248.98,92.41
20:53:15,server_16,90.31,17.54,877.05,1290.27,31.82
20:53:15,server_15,31.42,31.94,374.45,365.18,56.96
20:53:15,server_14,30.1,33.64,165.89,240.11,4218.5
20:53:15,server_13,49.13,20.54,68.75,49.76,9121.31
20:53:15,server_11,8.28,96.86,78.27,43.11,57.85
20:53:15,server_20,34.12,38.19,343.05,257.53,0.0
20:53:15,server_9,44.62,58.72,410.58,226.59,10.4
20:53:15,server_1,23.72,23.64,126.99,158.84,3476.91
20:53:15,server_2,44.75,57.69,3286.21,3710.12,673.93
20:53:15,server_3,94.75,94.02,958.87,1305.13,152.56
20:53:15,server_4,91.72,1.75,844.07,722.42,41.69
20:53:15,server_10,67.75,84.46,647.89,931.7,59.68
20:53:15,server_6,90.04,95.4,1018.58,858.91,193.28
20:53:15,server_7,95.37,4.76,922.45,763.71,22.32
20:53:15,server_8,67.88,83.1,653.35,643.78,55.15
20:53:15,server_5,98.07,92.05,989.4,568.68,81.83
20:53:20,server_11,93.68,92.08,885.47,1176.86,54.02
20:53:20,server_19,99.66,94.64,966.9,930.67,7.75
20:53:20,server_18,27.22,35.44,337.65,254.49,25.95
20:53:20,server_17,49.83,42.13,3771.12,3412.34,1318.4
20:53:20,server_16,93.53,97.41,905.24,1001.21,69.45
20:53:20,server_15,36.73,32.44,134.49,136.63,6872.65
20:53:20,server_14,70.12,38.17,6796.18,5551.91,29.22
20:53:20,server_13,41.17,63.05,4269.75,4273.1,1466.66
20:53:20,server_12,62.55,47.33,651.0,771.22,6.31
20:53:20,server_20,11.95,88.25,78.63,55.52,78.02
20:53:20,server_10,9.04,96.73,91.31,57.08,0.0
20:53:20,server_8,14.61,84.53,217.07,117.47,75.13
20:53:20,server_7,57.76,66.93,603.33,503.24,79.16
20:53:20,server_6,14.84,84.71,163.11,235.22,169.8
20:53:20,server_5,85.36,89.38,869.24,1211.45,94.37
20:53:20,server_4,69.14,72.03,797.09,497.11,97.55
20:53:20,server_3,55.56,68.29,482.12,494.6,91.2
20:53:20,server_2,72.88,33.2,15785.33,14343.49,158.39
20:53:20,server_1,62.43,42.28,1969.65,1653.45,747.8
20:53:20,server_9,39.69,22.59,158.79,144.54,3626.92
20:53:25,server_13,68.28,49.77,11409.96,12116.91,53.33
20:53:25,server_14,24.22,35.53,191.81,278.04,6.64
20:53:25,server_16,43.43,24.02,109.05,131.19,6004.68
20:53:25,server_12,79.71,57.26,8485.99,7720.41,0.93
20:53:25,server_18,27.76,36.71,98.25,76.66,5012.67
20:53:25,server_19,26.8,22.98,303.16,151.93,0.0
20:53:25,server_20,20.33,15.51,245.04,240.39,1.43
20:53:25,server_17,52.6,50.35,498.24,662.71,63.29
20:53:25,server_11,25.39,21.05,131.38,98.9,7723.88
20:53:25,server_15,54.15,51.55,589.87,861.78,49.56
20:53:25,server_9,31.9,48.42,35.0,42.9,5898.82
20:53:25,server_1,57.22,55.7,7526.98,8913.06,88.99
20:53:25,server_2,56.97,66.16,499.49,713.9,58.92
20:53:25,server_3,23.25,93.17,215.8,154.51,29.53
20:53:25,server_4,27.36,98.81,282.38,404.26,52.91
20:53:25,server_10,52.08,57.21,3188.28,3671.15,688.44
20:53:25,server_6,45.62,42.95,45.28,46.83,7265.78
20:53:25,server_7,53.43,60.55,2248.45,2233.23,595.73
20:53:25,server_8,68.13,41.72,4211.73,4130.5,949.37
20:53:25,server_5,98.2,88.68,902.61,598.97,183.29
20:53:30,server_20,79.69,51.81,14198.87,13053.26,150.41
20:53:30,server_19,45.0,44.3,469.73,622.53,0.0
20:53:30,server_18,24.46,45.77,90.32,127.18,7364.69
20:53:30,server_17,63.81,72.85,682.49,619.5,161.35
20:53:30,server_16,22.5,25.68,339.21,423.97,28.69
20:53:30,server_15,62.51,61.24,563.32,363.73,162.97
20:53:30,server_14,97.75,3.32,1019.71,558.44,0.0
20:53:30,server_12,49.37,52.11,560.09,651.62,81.23
20:53:30,server_11,27.71,17.35,314.58,183.08,62.36
20:53:30,server_13,49.22,50.04,592.9,755.16,0.0
20:53:30,server_9,20.54,15.16,322.96,444.09,0.0
20:53:30,server_8,55.89,59.67,642.71,912.19,77.11
20:53:30,server_7,95.85,87.72,1017.72,712.52,109.14
20:53:30,server_6,47.14,48.07,423.72,243.26,17.38
20:53:30,server_5,20.07,41.15,253.94,341.02,74.18
20:53:30,server_4,95.67,83.03,911.47,566.83,89.91
20:53:30,server_3,82.13,3.28,822.0,923.17,100.15
20:53:30,server_2,88.99,81.01,918.39,1259.61,161.31
20:53:30,server_10,40.66,41.77,417.76,583.5,129.86
20:53:30,server_1,28.56,48.01,222.53,233.86,56.49
20:53:35,server_13,33.82,31.35,334.06,241.84,47.97
20:53:35,server_14,55.36,42.25,3680.12,4384.91,1346.03
20:53:35,server_15,61.96,43.45,3853.11,4605.28,1753.95
20:53:35,server_16,49.52,54.5,492.47,435.48,63.81
20:53:35,server_20,66.74,54.65,1379.2,1106.13,966.61
20:53:35,server_18,26.34,5.26,300.84,226.26,91.87
20:53:35,server_19,42.65,60.73,400.21,421.29,113.98
20:53:35,server_12,65.82,64.17,1197.24,1003.93,1611.21
20:53:35,server_17,93.93,94.09,897.04,1082.34,86.55
20:53:35,server_11,96.48,88.91,977.58,845.94,140.48
20:53:35,server_3,38.94,34.79,410.14,274.1,51.27
20:53:35,server_9,65.72,67.66,637.81,519.47,62.12
20:53:35,server_8,79.92,51.32,7287.52,7344.13,27.77
20:53:35,server_7,24.29,88.91,244.69,364.59,27.4
20:53:35,server_6,84.35,29.78,882.47,569.29,35.98
20:53:35,server_5,33.22,32.86,327.98,274.58,33.07
20:53:35,server_4,38.72,25.48,161.67,227.1,3592.47
20:53:35,server_2,45.43,47.92,182.82,238.61,7489.48
20:53:35,server_1,21.77,48.45,32.15,33.4,3761.91
20:53:35,server_10,42.17,66.15,3116.27,2523.14,997.9
20:53:40,server_12,87.09,97.22,876.9,790.46,78.28
20:53:40,server_13,90.24,89.09,904.5,527.59,139.21
20:53:40,server_14,64.73,44.47,2902.73,3445.57,1669.36
20:53:40,server_15,62.61,73.78,591.87,353.15,135.15
20:53:40,server_19,44.49,47.87,95.76,136.72,3453.8
20:53:40,server_17,68.53,65.75,726.65,934.77,24.46
20:53:40,server_18,23.02,24.23,169.45,124.51,83.48
20:53:40,server_11,25.48,34.61,171.78,111.57,0.0
20:53:40,server_16,38.1,43.64,451.88,355.68,105.3
20:53:40,server_20,53.81,48.3,13441.59,13175.79,127.29
20:53:40,server_10,60.76,48.02,15362.87,16698.6,61.09
20:53:40,server_8,67.17,78.7,683.72,603.5,80.37
20:53:40,server_1,97.23,16.26,934.06,1283.45,58.81
20:53:40,server_2,31.14,46.45,305.24,211.16,0.0
20:53:40,server_3,37.12,52.3,399.87,552.81,23.4
20:53:40,server_9,46.76,54.97,572.84,741.03,0.0
20:53:40,server_5,69.31,46.13,13715.01,13297.79,159.67
20:53:40,server_6,87.48,27.88,988.38,1121.7,44.39
20:53:40,server_7,29.82,28.4,302.31,295.61,16.32
20:53:40,server_4,90.65,26.27,942.34,675.17,19.2
20:53:45,server_13,24.48,36.84,10.94,9.2,4317.36
20:53:45,server_20,37.21,38.77,341.98,224.64,0.85
20:53:45,server_19,40.01,46.68,145.16,110.11,5257.33
20:53:45,server_18,88.01,88.07,955.0,814.56,50.9
20:53:45,server_17,88.14,91.19,904.49,1225.13,82.66
20:53:45,server_16,99.37,19.99,993.32,1029.98,15.69
20:53:45,server_15,37.63,31.4,108.34,71.13,7528.88
20:53:45,server_14,69.4,72.65,734.06,873.59,49.38
20:53:45,server_12,58.07,52.21,1996.22,1691.39,1833.12
20:53:45,server_11,62.65,37.69,10236.11,10289.94,36.65
20:53:45,server_1,66.12,30.31,18678.53,18549.03,159.42
20:53:45,server_9,41.63,45.35,1345.1,1532.1,617.89
20:53:45,server_8,82.02,9.68,858.71,675.63,59.4
20:53:45,server_7,48.97,51.55,1038.74,902.55,1936.98
20:53:45,server_6,57.97,56.2,602.86,781.25,19.44
20:53:45,server_5,99.81,29.15,993.33,885.07,88.19
20:53:45,server_4,29.07,31.9,300.38,258.96,10.83
20:53:45,server_3,98.5,10.33,983.48,888.27,68.29
20:53:45,server_2,87.5,20.95,929.57,540.27,9.6
20:53:45,server_10,55.16,60.96,4615.99,4427.67,1124.03
20:53:50,server_13,50.21,55.76,1561.63,1445.77,1245.68
20:53:50,server_14,94.1,81.52,943.62,1250.11,59.32
20:53:50,server_15,43.57,48.32,341.07,402.93,47.2
20:53:50,server_16,34.05,36.77,344.77,324.26,37.32
20:53:50,server_12,35.97,31.17,30.61,19.29,6270.69
20:53:50,server_18,76.13,53.59,6255.3,6174.22,130.26
20:53:50,server_19,18.64,89.63,167.0,89.49,71.69
20:53:50,server_20,40.46,25.29,427.83,361.04,116.55
20:53:50,server_17,30.39,43.13,323.14,311.21,30.86
20:53:50,server_11,96.44,85.61,969.73,1403.27,79.03
20:53:50,server_1,83.98,9.14,841.29,593.73,38.09
20:53:50,server_9,36.32,46.4,343.21,319.82,95.25
20:53:50,server_8,34.26,46.71,325.85,350.21,35.55
20:53:50,server_7,22.39,97.84,290.23,287.18,79.5
20:53:50,server_6,25.59,33.17,76.48,71.41,3794.29
20:53:50,server_5,86.3,29.44,864.13,616.13,1.25
20:53:50,server_4,59.39,69.16,640.63,659.1,100.23
20:53:50,server_3,55.57,56.8,521.66,508.04,0.0
20:53:50,server_2,85.23,12.38,920.53,690.45,66.69
20:53:50,server_10,31.22,27.9,197.86,246.86,0.0
20:53:55,server_13,67.02,72.0,685.96,386.27,25.6
20:53:55,server_14,29.24,28.29,55.23,39.02,8969.38
20:53:55,server_15,36.16,44.43,285.68,310.25,55.07
20:53:55,server_16,34.49,55.88,358.97,249.95,8.36
20:53:55,server_20,94.39,95.82,853.87,1255.81,80.11
20:53:55,server_18,85.39,97.17,975.07,980.19,79.46
20:53:55,server_19,46.95,25.06,139.74,70.71,7256.53
20:53:55,server_12,34.57,25.32,363.12,417.26,59.2
20:53:55,server_17,42.33,54.7,1417.74,1366.35,564.96
20:53:55,server_11,91.1,83.65,866.85,587.59,104.24
20:53:55,server_5,97.58,99.24,975.55,608.46,107.69
20:53:55,server_9,45.84,56.21,434.88,484.22,23.08
20:53:55,server_2,61.4,59.06,4338.51,4765.65,857.97
20:53:55,server_3,20.94,82.55,218.63,195.95,0.0
20:53:55,server_4,34.2,57.48,362.55,207.84,0.0
20:53:55,server_1,82.87,10.54,766.91,1105.16,50.14
20:53:55,server_6,79.93,55.69,15026.99,14436.48,177.53
20:53:55,server_7,83.61,4.34,883.36,818.98,0.0
20:53:55,server_8,47.28,27.24,130.54,187.66,9109.41
20:53:55,server_10,45.37,52.5,404.23,512.76,47.1
20:54:00,server_12,39.37,37.08,354.73,414.35,61.59
20:54:00,server_19,31.93,30.78,112.95,71.08,8513.89
20:54:00,server_18,63.62,67.0,4432.04,3737.62,767.62
20:54:00,server_17,63.21,41.96,5631.32,5860.36,90.71
20:54:00,server_16,26.03,31.22,267.99,316.62,0.0
20:54:00,server_15,46.8,61.47,4647.83,5271.42,1601.35
20:54:00,server_14,28.5,29.59,146.37,165.79,4331.86
20:54:00,server_13,55.09,42.68,4062.41,3280.88,1063.25
20:54:00,server_11,6.6,97.15,56.31,71.64,44.77
20:54:00,server_20,36.93,66.78,406.66,561.18,93.18
20:54:00,server_9,41.17,61.23,393.53,515.57,27.14
20:54:00,server_1,26.79,90.36,320.64,216.9,100.83
20:54:00,server_2,97.21,16.36,935.99,1217.54,66.99
20:54:00,server_3,69.6,80.93,744.54,723.44,148.47
20:54:00,server_4,39.44,37.36,182.98,271.79,4965.77
20:54:00,server_10,86.01,98.98,757.7,507.82,35.96
20:54:00,server_6,83.01,0.11,819.0,607.02,45.91
20:54:00,server_7,11.33,93.71,196.79,285.9,33.83
20:54:00,server_8,5.97,96.83,140.37,111.44,58.33
20:54:00,server_5,63.67,63.47,642.28,368.58,73.86
20:54:05,server_11,22.45,8.7,198.24,263.8,24.33
20:54:05,server_19,9.63,80.37,135.87,144.8,42.22
20:54:05,server_18,42.71,46.07,416.5,491.1,81.97
20:54:05,server_17,77.58,41.95,15498.03,14977.99,74.94
20:54:05,server_16,54.02,61.12,601.4,695.78,111.29
20:54:05,server_15,99.8,80.41,967.31,638.57,98.83
20:54:05,server_14,29.23,11.79,225.38,113.64,49.98
20:54:05,server_13,31.1,33.06,336.81,205.66,6.09
20:54:05,server_12,21.4,31.71,158.86,165.93,0.0
20:54:05,server_20,44.19,37.76,451.36,317.15,21.72
20:54:05,server_10,59.08,78.8,624.75,864.45,101.83
20:54:05,server_8,33.81,29.37,357.07,208.79,43.75
20:54:05,server_7,90.15,98.08,879.52,1264.15,69.78
20:54:05,server_6,50.18,59.5,562.16,547.2,71.07
20:54:05,server_5,65.8,79.09,644.05,412.66,83.37
20:54:05,server_4,77.92,40.96,19901.28,19331.62,166.27
20:54:05,server_3,93.24,89.18,912.02,601.0,106.89
20:54:05,server_2,63.48,49.55,9335.06,9803.79,197.88
20:54:05,server_1,85.5,5.99,857.8,818.18,41.29
20:54:05,server_9,40.46,60.29,407.01,418.55,117.28
20:54:10,server_14,65.21,68.41,662.02,970.57,3.99
20:54:10,server_15,64.94,73.23,743.14,548.27,92.59
20:54:10,server_16,65.57,68.57,1692.28,1672.06,571.1
20:54:10,server_13,54.02,45.17,19998.49,18378.21,171.64
20:54:10,server_18,89.78,88.23,858.8,1107.84,139.58
20:54:10,server_19,61.5,76.3,604.26,752.57,82.76
20:54:10,server_20,59.6,43.27,604.0,543.9,65.37
20:54:10,server_17,69.87,85.74,652.53,694.89,50.04
20:54:10,server_12,46.9,36.81,138.6,73.7,7268.99
20:54:10,server_11,33.02,38.41,190.45,236.17,7609.04
20:54:10,server_1,85.13,23.84,891.36,1261.4,3.88
20:54:10,server_9,97.48,97.18,936.49,637.17,142.8
20:54:10,server_8,40.37,42.95,71.34,60.84,6242.41
20:54:10,server_7,23.31,22.51,42.38,38.31,4784.42
20:54:10,server_6,60.79,30.78,9454.06,10198.05,39.74
20:54:10,server_5,43.19,36.15,518.93,354.87,92.74
20:54:10,server_4,35.8,50.66,373.73,291.88,50.56
20:54:10,server_3,94.25,91.9,877.63,1310.76,86.93
20:54:10,server_2,86.06,91.72,883.1,1159.98,95.98
20:54:10,server_10,67.58,52.4,1529.14,1348.44,1317.11
20:54:15,server_13,38.86,42.03,313.88,231.91,7.61
20:54:15,server_14,27.49,29.49,87.16,56.06,7958.76
20:54:15,server_15,27.88,82.11,268.71,139.05,62.97
20:54:15,server_20,36.83,23.69,276.11,165.58,116.29
20:54:15,server_18,22.7,22.55,183.09,137.41,5789.43
20:54:15,server_19,73.09,39.22,7335.38,8557.98,187.43
20:54:15,server_12,61.06,55.55,2015.72,1940.77,1087.99
20:54:15,server_16,44.05,38.26,416.23,366.33,78.47
20:54:15,server_11,29.43,94.12,278.91,386.32,84.34
20:54:15,server_17,41.79,62.06,2588.79,2989.33,1636.13
20:54:15,server_9,69.11,63.29,2776.58,3087.94,1604.88
20:54:15,server_10,69.91,98.51,679.44,447.69,153.74
20:54:15,server_2,24.29,83.86,229.2,341.62,0.0
20:54:15,server_3,49.14,44.87,366.42,440.04,50.88
20:54:15,server_4,38.13,46.02,382.12,420.28,1.15
20:54:15,server_1,66.16,77.94,650.03,568.81,127.32
20:54:15,server_6,19.76,86.09,167.37,248.26,0.0
20:54:15,server_7,51.21,47.81,4902.8,4547.22,1738.76
20:54:15,server_8,54.79,54.5,2088.83,2160.04,1202.63
20:54:15,server_5,23.53,41.35,195.43,245.78,23.33
20:54:20,server_20,36.35,48.54,355.72,262.25,9.98
20:54:20,server_12,94.05,96.51,883.98,451.28,16.9
20:54:20,server_19,81.43,13.56,849.65,860.36,0.0
20:54:20,server_18,62.83,64.24,649.98,647.6,170.14
20:54:20,server_17,51.15,61.73,616.97,881.13,85.69
20:54:20,server_16,48.85,43.52,486.35,633.13,44.79
20:54:20,server_15,57.34,48.45,6142.28,6798.15,57.09
20:54:20,server_14,87.5,8.75,935.25,1053.01,16.26
20:54:20,server_13,84.0,22.05,796.06,961.92,122.64
20:54:20,server_11,37.21,35.06,448.71,464.38,0.0
20:54:20,server_7,75.65,41.23,12550.79,12462.98,132.61
20:54:20,server_9,63.36,76.05,607.61,468.38,34.25
20:54:20,server_8,80.84,23.47,913.48,1354.9,106.25
20:54:20,server_6,17.57,93.05,180.29,137.15,0.0
20:54:20,server_5,65.38,47.94,12289.44,11922.15,26.18
20:54:20,server_4,64.39,56.24,664.28,932.15,188.06
20:54:20,server_3,87.12,95.74,872.43,1139.1,99.61
20:54:20,server_2,95.61,83.64,964.0,1024.82,118.95
20:54:20,server_1,48.96,44.56,497.13,481.17,19.94
20:54:20,server_10,80.14,13.89,808.29,869.61,131.29
20:54:25,server_15,29.14,85.88,275.77,259.08,7.05
20:54:25,server_13,26.48,31.27,149.7,122.12,7841.43
20:54:25,server_14,90.77,15.43,861.21,1225.11,30.84
20:54:25,server_16,36.47,43.83,383.99,540.68,33.05
20:54:25,server_12,24.62,12.58,214.64,217.65,6.95
20:54:25,server_18,11.03,81.15,150.74,213.61,48.05
20:54:25,server_19,61.04,68.29,518.94,282.36,164.48
20:54:25,server_20,4.48,90.7,29.04,32.8,38.23
20:54:25,server_17,11.97,84.71,178.64,253.07,0.0
20:54:25,server_11,4.88,98.76,72.0,99.67,60.73
20:54:25,server_1,98.73,20.4,923.76,876.54,140.69
20:54:25,server_9,85.74,98.7,825.95,932.31,69.21
20:54:25,server_2,32.87,34.97,297.71,167.93,0.0
20:54:25,server_3,94.39,3.38,972.83,1096.89,10.78
20:54:25,server_4,59.46,51.11,4879.98,4476.1,1224.77
20:54:25,server_10,21.13,42.15,201.41,105.8,90.29
20:54:25,server_6,57.06,44.56,11855.73,11249.55,136.71
20:54:25,server_7,42.74,40.46,2056.14,2269.24,1386.76
20:54:25,server_8,84.13,16.01,824.58,1103.32,49.12
20:54:25,server_5,52.47,46.92,527.32,459.06,59.7
20:54:30,server_13,89.66,82.68,896.29,641.21,124.96
20:54:30,server_20,43.27,25.94,86.15,66.46,5356.31
20:54:30,server_19,95.62,23.22,916.38,857.32,99.22
20:54:30,server_18,52.13,49.21,8665.45,8951.37,145.69
20:54:30,server_17,4.12,83.46,0.0,0.0,0.0
20:54:30,server_16,33.54,36.01,319.11,476.39,0.0
20:54:30,server_15,28.9,29.29,46.2,61.43,4296.32
20:54:30,server_14,35.71,32.67,389.45,304.23,38.08
20:54:30,server_12,99.32,0.95,969.89,651.55,0.0
20:54:30,server_11,38.33,35.03,85.31,92.29,5857.84
20:54:30,server_1,38.6,42.51,62.25,90.47,4198.33
20:54:30,server_9,46.43,39.07,459.35,681.89,0.0
20:54:30,server_8,58.74,57.52,5912.4,6834.36,121.49
20:54:30,server_7,64.97,75.57,650.22,443.35,36.12
20:54:30,server_6,59.76,71.48,636.03,826.15,138.9
20:54:30,server_5,99.8,82.21,1024.38,576.13,103.44
20:54:30,server_4,23.35,89.27,182.75,158.59,145.94
20:54:30,server_3,74.92,33.93,13864.46,15791.03,0.37
20:54:30,server_2,26.82,25.8,232.53,230.26,60.92
20:54:30,server_10,88.38,23.05,926.73,1042.65,61.19
20:54:35,server_13,99.36,4.74,1116.09,888.83,100.79
20:54:35,server_14,4.55,89.08,20.88,18.88,0.69
20:54:35,server_15,33.87,35.12,216.35,169.19,0.0
20:54:35,server_16,53.34,65.99,509.34,458.95,0.0
20:54:35,server_12,63.72,68.69,2781.83,2291.09,839.61
20:54:35,server_18,64.43,89.31,671.89,908.23,46.46
20:54:35,server_19,96.89,10.24,989.4,713.4,25.6
20:54:35,server_20,59.56,79.65,708.07,832.9,76.28
20:54:35,server_17,58.86,42.2,1314.6,1453.56,1578.41
20:54:35,server_11,26.84,94.31,353.82,432.28,66.22
20:54:35,server_1,40.62,58.6,365.14,344.63,49.37
20:54:35,server_9,35.24,30.18,398.07,245.6,0.0
20:54:35,server_8,25.39,40.27,319.82,216.94,0.0
20:54:35,server_7,66.42,78.34,561.47,672.67,166.63
20:54:35,server_6,9.33,94.28,80.17,55.23,50.01
20:54:35,server_5,47.57,48.01,421.26,625.53,0.0
20:54:35,server_4,62.15,61.6,599.65,888.5,41.7
20:54:35,server_3,97.6,21.96,881.32,1013.18,138.6
20:54:35,server_2,32.04,46.78,372.39,484.03,187.63
20:54:35,server_10,67.02,70.13,647.63,598.74,109.14
20:54:40,server_13,46.86,55.89,442.17,438.74,0.0
20:54:40,server_14,33.46,22.52,95.0,102.42,5035.1
20:54:40,server_15,1.78,91.79,119.52,91.09,36.23
20:54:40,server_16,66.42,75.3,664.76,630.27,46.5
20:54:40,server_20,66.6,74.52,679.64,408.06,115.17
20:54:40,server_18,64.42,68.76,639.61,586.4,99.46
20:54:40,server_19,63.5,57.03,666.16,372.62,63.94
20:54:40,server_12,85.78,25.06,845.24,1168.9,3.1
20:54:40,server_17,86.72,89.56,833.62,487.26,70.01
20:54:40,server_11,41.55,65.98,3186.62,3593.18,1276.29
20:54:40,server_1,64.51,54.94,544.02,461.02,100.25
20:54:40,server_9,63.91,72.17,665.65,371.48,0.0
20:54:40,server_2,22.09,97.14,197.76,256.98,78.37
20:54:40,server_3,28.25,27.07,262.83,221.41,47.4
20:54:40,server_4,93.84,8.75,974.3,1402.52,127.18
20:54:40,server_10,51.88,48.71,12714.69,13979.4,106.42
20:54:40,server_6,59.51,60.5,522.22,762.27,70.86
20:54:40,server_7,61.11,71.02,533.7,454.59,220.23
20:54:40,server_8,62.43,41.74,4170.0,3595.49,1283.31
20:54:40,server_5,33.46,45.04,339.96,345.83,149.8
20:54:45,server_12,26.39,35.43,127.38,79.72,9343.97
20:54:45,server_19,73.95,45.05,9837.74,8695.35,85.68
20:54:45,server_18,54.42,59.08,515.48,651.34,86.13
20:54:45,server_17,98.64,87.01,1066.38,948.86,24.01
20:54:45,server_16,39.89,20.15,65.12,85.58,7199.97
20:54:45,server_15,47.68,53.95,493.55,721.64,120.88
20:54:45,server_14,69.78,84.4,758.08,784.5,127.58
20:54:45,server_13,22.69,36.85,206.12,307.09,59.35
20:54:45,server_20,47.23,41.03,447.23,407.66,93.56
20:54:45,server_11,36.33,40.03,452.48,437.48,49.49
20:54:45,server_9,97.47,81.35,976.76,1414.96,45.8
20:54:45,server_8,92.01,14.56,951.13,1293.65,28.58
20:54:45,server_7,25.41,84.32,242.19,133.36,0.0
20:54:45,server_6,33.29,42.46,481.07,326.61,62.57
20:54:45,server_5,14.49,86.7,108.95,83.47,25.76
20:54:45,server_4,50.85,77.04,535.29,524.99,20.42
20:54:45,server_3,94.83,29.22,839.84,870.62,72.8
20:54:45,server_2,36.37,24.12,59.69,64.57,6141.01
20:54:45,server_1,52.22,47.77,13902.98,14877.11,118.72
20:54:45,server_10,27.92,25.15,298.13,322.95,33.69
20:54:50,server_13,24.35,45.55,185.7,257.84,3405.28
20:54:50,server_14,27.33,26.63,306.35,384.57,100.52
20:54:50,server_15,44.02,40.63,4635.86,5402.86,999.8
20:54:50,server_16,61.1,50.73,3236.47,3712.07,1288.36
20:54:50,server_12,3.63,97.35,93.71,115.07,65.51
20:54:50,server_18,24.72,96.63,318.02,260.81,84.84
20:54:50,server_19,40.01,41.26,32.09,18.2,9397.7
20:54:50,server_20,89.76,85.57,848.79,613.56,189.46
20:54:50,server_17,88.05,93.41,934.72,761.47,110.55
20:54:50,server_11,34.72,43.95,338.93,264.05,62.13
20:54:50,server_5,60.42,53.87,608.82,848.47,55.5
20:54:50,server_9,96.72,14.45,1029.22,1062.69,29.81
20:54:50,server_1,19.22,81.35,286.8,174.46,102.29
20:54:50,server_2,93.83,89.47,979.75,1068.37,2.48
