ts,server_id,disk_io
20:53:35,server_13,47.97
20:53:35,server_14,1346.03
20:53:35,server_15,1753.95
20:53:35,server_16,63.81
20:53:35,server_20,966.61
20:53:35,server_18,91.87
20:53:35,server_19,113.98
20:53:35,server_12,1611.21
20:53:35,server_17,86.55
20:53:35,server_11,140.48
20:53:35,server_3,51.27
20:53:35,server_9,62.12
20:53:35,server_8,27.77
20:53:35,server_7,27.4
20:53:35,server_6,35.98
20:53:35,server_5,33.07
20:53:35,server_4,3592.47
20:53:35,server_2,7489.48
20:53:35,server_1,3761.91
20:53:35,server_10,997.9
20:53:40,server_12,78.28
20:53:40,server_13,139.21
20:53:40,server_14,1669.36
20:53:40,server_15,135.15
20:53:40,server_19,3453.8
20:53:40,server_17,24.46
20:53:40,server_18,83.48
20:53:40,server_11,0.0
20:53:40,server_16,105.3
20:53:40,server_20,127.29
20:53:40,server_10,61.09
20:53:40,server_8,80.37
20:53:40,server_1,58.81
20:53:40,server_2,0.0
20:53:40,server_3,23.4
20:53:40,server_9,0.0
20:53:40,server_5,159.67
20:53:40,server_6,44.39
20:53:40,server_7,16.32
20:53:40,server_4,19.2
20:53:45,server_13,4317.36
20:53:45,server_20,0.85
20:53:45,server_19,5257.33
20:53:45,server_18,50.9
20:53:45,server_17,82.66
20:53:45,server_16,15.69
20:53:45,server_15,7528.88
20:53:45,server_14,49.38
20:53:45,server_12,1833.12
20:53:45,server_11,36.65
20:53:45,server_1,159.42
20:53:45,server_9,617.89
20:53:45,server_8,59.4
20:53:45,server_7,1936.98
20:53:45,server_6,19.44
20:53:45,server_5,88.19
20:53:45,server_4,10.83
20:53:45,server_3,68.29
20:53:45,server_2,9.6
20:53:45,server_10,1124.03
20:53:50,server_13,1245.68
20:53:50,server_14,59.32
20:53:50,server_15,47.2
20:53:50,server_16,37.32
20:53:50,server_12,6270.69
20:53:50,server_18,130.26
20:53:50,server_19,71.69
20:53:50,server_20,116.55
20:53:50,server_17,30.86
20:53:50,server_11,79.03
20:53:50,server_1,38.09
20:53:50,server_9,95.25
20:53:50,server_8,35.55
20:53:50,server_7,79.5
20:53:50,server_6,3794.29
20:53:50,server_5,1.25
20:53:50,server_4,100.23
20:53:50,server_3,0.0
20:53:50,server_2,66.69
20:53:50,server_10,0.0
20:53:55,server_13,25.6
20:53:55,server_14,8969.38
20:53:55,server_15,55.07
20:53:55,server_16,8.36
20:53:55,server_20,80.11
20:53:55,server_18,79.46
20:53:55,server_19,7256.53
20:53:55,server_12,59.2
20:53:55,server_17,564.96
20:53:55,server_11,104.24
20:53:55,server_5,107.69
20:53:55,server_9,23.08
20:53:55,server_2,857.97
20:53:55,server_3,0.0
20:53:55,server_4,0.0
20:53:55,server_1,50.14
20:53:55,server_6,177.53
20:53:55,server_7,0.0
20:53:55,server_8,9109.41
20:53:55,server_10,47.1
20:54:00,server_12,61.59
20:54:00,server_19,8513.89
20:54:00,server_18,767.62
20:54:00,server_17,90.71
20:54:00,server_16,0.0
20:54:00,server_15,1601.35
20:54:00,server_14,4331.86
20:54:00,server_13,1063.25
20:54:00,server_11,44.77
20:54:00,server_20,93.18
20:54:00,server_9,27.14
20:54:00,server_1,100.83
20:54:00,server_2,66.99
20:54:00,server_3,148.47
20:54:00,server_4,4965.77
20:54:00,server_10,35.96
20:54:00,server_6,45.91
20:54:00,server_7,33.83
20:54:00,server_8,58.33
20:54:00,server_5,73.86
20:54:05,server_11,24.33
20:54:05,server_19,42.22
20:54:05,server_18,81.97
20:54:05,server_17,74.94
20:54:05,server_16,111.29
20:54:05,server_15,98.83
20:54:05,server_14,49.98
20:54:05,server_13,6.09
20:54:05,server_12,0.0
20:54:05,server_20,21.72
20:54:05,server_10,101.83
20:54:05,server_8,43.75
20:54:05,server_7,69.78
20:54:05,server_6,71.07
20:54:05,server_5,83.37
20:54:05,server_4,166.27
20:54:05,server_3,106.89
20:54:05,server_2,197.88
20:54:05,server_1,41.29
20:54:05,server_9,117.28
20:54:10,server_14,3.99
20:54:10,server_15,92.59
20:54:10,server_16,571.1
20:54:10,server_13,171.64
20:54:10,server_18,139.58
20:54:10,server_19,82.76
20:54:10,server_20,65.37
20:54:10,server_17,50.04
20:54:10,server_12,7268.99
20:54:10,server_11,7609.04
20:54:10,server_1,3.88
20:54:10,server_9,142.8
20:54:10,server_8,6242.41
20:54:10,server_7,4784.42
20:54:10,server_6,39.74
20:54:10,server_5,92.74
20:54:10,server_4,50.56
20:54:10,server_3,86.93
20:54:10,server_2,95.98
20:54:10,server_10,1317.11
20:54:15,server_13,7.61
20:54:15,server_14,7958.76
20:54:15,server_15,62.97
20:54:15,server_20,116.29
20:54:15,server_18,5789.43
20:54:15,server_19,187.43
20:54:15,server_12,1087.99
20:54:15,server_16,78.47
20:54:15,server_11,84.34
20:54:15,server_17,1636.13
20:54:15,server_9,1604.88
20:54:15,server_10,153.74
20:54:15,server_2,0.0
20:54:15,server_3,50.88
20:54:15,server_4,1.15
20:54:15,server_1,127.32
20:54:15,server_6,0.0
20:54:15,server_7,1738.76
20:54:15,server_8,1202.63
20:54:15,server_5,23.33
20:54:20,server_20,9.98
20:54:20,server_12,16.9
20:54:20,server_19,0.0
20:54:20,server_18,170.14
20:54:20,server_17,85.69
20:54:20,server_16,44.79
20:54:20,server_15,57.09
20:54:20,server_14,16.26
20:54:20,server_13,122.64
20:54:20,server_11,0.0
20:54:20,server_7,132.61
20:54:20,server_9,34.25
20:54:20,server_8,106.25
20:54:20,server_6,0.0
20:54:20,server_5,26.18
20:54:20,server_4,188.06
20:54:20,server_3,99.61
20:54:20,server_2,118.95
20:54:20,server_1,19.94
20:54:20,server_10,131.29
20:54:25,server_15,7.05
20:54:25,server_13,7841.43
20:54:25,server_14,30.84
20:54:25,server_16,33.05
20:54:25,server_12,6.95
20:54:25,server_18,48.05
20:54:25,server_19,164.48
20:54:25,server_20,38.23
20:54:25,server_17,0.0
20:54:25,server_11,60.73
20:54:25,server_1,140.69
20:54:25,server_9,69.21
20:54:25,server_2,0.0
20:54:25,server_3,10.78
20:54:25,server_4,1224.77
20:54:25,server_10,90.29
20:54:25,server_6,136.71
20:54:25,server_7,1386.76
20:54:25,server_8,49.12
20:54:25,server_5,59.7
20:54:30,server_13,124.96
20:54:30,server_20,5356.31
20:54:30,server_19,99.22
20:54:30,server_18,145.69
20:54:30,server_17,0.0
20:54:30,server_16,0.0
20:54:30,server_15,4296.32
20:54:30,server_14,38.08
20:54:30,server_12,0.0
20:54:30,server_11,5857.84
20:54:30,server_1,4198.33
20:54:30,server_9,0.0
20:54:30,server_8,121.49
20:54:30,server_7,36.12
20:54:30,server_6,138.9
20:54:30,server_5,103.44
20:54:30,server_4,145.94
20:54:30,server_3,0.37
20:54:30,server_2,60.92
20:54:30,server_10,61.19
20:54:35,server_13,100.79
20:54:35,server_14,0.69
20:54:35,server_15,0.0
20:54:35,server_16,0.0
20:54:35,server_12,839.61
20:54:35,server_18,46.46
20:54:35,server_19,25.6
20:54:35,server_20,76.28
20:54:35,server_17,1578.41
20:54:35,server_11,66.22
20:54:35,server_1,49.37
20:54:35,server_9,0.0
20:54:35,server_8,0.0
20:54:35,server_7,166.63
20:54:35,server_6,50.01
20:54:35,server_5,0.0
20:54:35,server_4,41.7
20:54:35,server_3,138.6
20:54:35,server_2,187.63
20:54:35,server_10,109.14
20:54:40,server_13,0.0
20:54:40,server_14,5035.1
20:54:40,server_15,36.23
20:54:40,server_16,46.5
20:54:40,server_20,115.17
20:54:40,server_18,99.46
20:54:40,server_19,63.94
20:54:40,server_12,3.1
20:54:40,server_17,70.01
20:54:40,server_11,1276.29
20:54:40,server_1,100.25
20:54:40,server_9,0.0
20:54:40,server_2,78.37
20:54:40,server_3,47.4
20:54:40,server_4,127.18
20:54:40,server_10,106.42
20:54:40,server_6,70.86
20:54:40,server_7,220.23
20:54:40,server_8,1283.31
20:54:40,server_5,149.8
20:54:45,server_12,9343.97
20:54:45,server_19,85.68
20:54:45,server_18,86.13
20:54:45,server_17,24.01
20:54:45,server_16,7199.97
20:54:45,server_15,120.88
20:54:45,server_14,127.58
20:54:45,server_13,59.35
20:54:45,server_20,93.56
20:54:45,server_11,49.49
20:54:45,server_9,45.8
20:54:45,server_8,28.58
20:54:45,server_7,0.0
20:54:45,server_6,62.57
20:54:45,server_5,25.76
20:54:45,server_4,20.42
20:54:45,server_3,72.8
20:54:45,server_2,6141.01
20:54:45,server_1,118.72
20:54:45,server_10,33.69
20:54:50,server_13,3405.28
20:54:50,server_14,100.52
20:54:50,server_15,999.8
20:54:50,server_16,1288.36
20:54:50,server_12,65.51
20:54:50,server_18,84.84
20:54:50,server_19,9397.7
20:54:50,server_20,189.46
20:54:50,server_17,110.55
20:54:50,server_11,62.13
20:54:50,server_5,55.5
20:54:50,server_9,29.81
20:54:50,server_1,102.29
20:54:50,server_2,2.48
20:54:50,server_3,0.0
20:54:50,server_4,48.6
20:54:50,server_10,1573.5
20:54:50,server_6,0.0
20:54:50,server_7,120.73
20:54:50,server_8,63.76
20:54:55,server_20,1878.39
20:54:55,server_19,3052.73
20:54:55,server_18,51.84
20:54:55,server_17,67.2
20:54:55,server_16,69.26
20:54:55,server_15,71.27
20:54:55,server_13,91.0
20:54:55,server_12,7944.06
20:54:55,server_11,54.54
20:54:55,server_14,0.0
20:54:55,server_9,46.52
20:54:55,server_10,1340.11
20:54:55,server_2,58.94
20:54:55,server_3,121.72
20:54:55,server_4,75.8
20:54:55,server_1,50.76
20:54:55,server_6,1772.63
20:54:55,server_7,71.21
20:54:55,server_8,0.0
20:54:55,server_5,34.77
20:55:00,server_12,7168.03
20:55:00,server_20,47.45
20:55:00,server_19,60.91
20:55:00,server_18,126.26
20:55:00,server_17,0.0
20:55:00,server_16,96.85
20:55:00,server_15,17.68
20:55:00,server_14,54.28
20:55:00,server_13,103.57
20:55:00,server_11,125.27
20:55:00,server_3,23.52
20:55:00,server_9,62.79
20:55:00,server_10,1416.42
20:55:00,server_2,8896.8
20:55:00,server_4,103.22
20:55:00,server_1,19.72
20:55:00,server_6,45.23
20:55:00,server_7,133.98
20:55:00,server_8,89.6
20:55:00,server_5,0.0
20:55:05,server_12,66.51
20:55:05,server_20,143.66
20:55:05,server_19,95.46
20:55:05,server_18,5809.2
20:55:05,server_17,22.54
20:55:05,server_16,34.82
20:55:05,server_15,112.96
20:55:05,server_13,7776.5
20:55:05,server_11,45.31
20:55:05,server_14,1061.98
20:55:05,server_9,117.55
20:55:05,server_2,50.0
20:55:05,server_3,17.11
20:55:05,server_4,0.0
20:55:05,server_5,118.52
20:55:05,server_1,74.22
20:55:05,server_10,18.64
20:55:05,server_7,20.22
20:55:05,server_8,1601.92
20:55:05,server_6,107.02
20:55:10,server_12,1752.97
20:55:10,server_19,37.04
20:55:10,server_18,82.16
20:55:10,server_17,126.54
20:55:10,server_16,109.21
20:55:10,server_15,111.96
20:55:10,server_14,7959.07
20:55:10,server_13,9821.26
20:55:10,server_11,104.52
20:55:10,server_20,730.12
20:55:10,server_9,0.0
20:55:10,server_1,51.92
20:55:10,server_2,1525.6
20:55:10,server_3,18.52
20:55:10,server_4,121.69
20:55:10,server_10,0.0
20:55:10,server_6,100.28
20:55:10,server_7,6358.82
20:55:10,server_8,148.22
20:55:10,server_5,4.32
20:55:15,server_11,0.0
20:55:15,server_19,81.65
20:55:15,server_18,6690.87
20:55:15,server_17,53.13
20:55:15,server_16,63.27
20:55:15,server_15,97.82
20:55:15,server_14,123.76
20:55:15,server_13,115.3
20:55:15,server_12,43.96
20:55:15,server_20,83.78
20:55:15,server_10,1224.62
20:55:15,server_8,15.96
20:55:15,server_7,38.36
20:55:15,server_6,101.07
20:55:15,server_5,1968.35
20:55:15,server_4,62.31
20:55:15,server_3,114.47
20:55:15,server_2,6499.57
20:55:15,server_1,0.0
20:55:15,server_9,60.29
20:55:20,server_13,92.23
20:55:20,server_14,69.53
20:55:20,server_15,46.93
20:55:20,server_16,78.67
20:55:20,server_20,32.38
20:55:20,server_18,16.62
20:55:20,server_19,41.45
20:55:20,server_12,4422.67
20:55:20,server_17,66.2
20:55:20,server_11,75.02
20:55:20,server_4,6.26
20:55:20,server_9,96.68
20:55:20,server_10,140.57
20:55:20,server_2,91.02
20:55:20,server_3,112.46
20:55:20,server_1,2.07
20:55:20,server_6,95.49
20:55:20,server_7,109.69
20:55:20,server_8,4177.16
20:55:20,server_5,78.83
20:55:25,server_20,34.57
20:55:25,server_19,4790.31
20:55:25,server_18,8388.98
20:55:25,server_17,26.94
20:55:25,server_16,51.12
20:55:25,server_15,30.73
20:55:25,server_14,167.51
20:55:25,server_12,153.42
20:55:25,server_11,104.35
20:55:25,server_13,48.84
20:55:25,server_9,63.12
20:55:25,server_10,58.5
20:55:25,server_2,92.11
20:55:25,server_3,88.92
20:55:25,server_4,86.21
20:55:25,server_1,68.33
20:55:25,server_6,913.31
20:55:25,server_7,34.38
20:55:25,server_8,8803.22
20:55:25,server_5,116.11
20:55:30,server_12,0.0
20:55:30,server_20,37.16
20:55:30,server_19,1028.51
20:55:30,server_18,71.02
20:55:30,server_17,42.11
20:55:30,server_16,0.0
20:55:30,server_15,38.05
20:55:30,server_14,33.87
20:55:30,server_13,16.19
20:55:30,server_11,30.81
20:55:30,server_3,63.81
20:55:30,server_9,75.85
20:55:30,server_8,81.39
20:55:30,server_7,107.4
20:55:30,server_6,10.46
20:55:30,server_5,85.25
20:55:30,server_4,5.68
20:55:30,server_2,150.72
20:55:30,server_1,145.41
20:55:30,server_10,138.73
20:55:35,server_15,29.36
20:55:35,server_14,63.57
20:55:35,server_16,80.72
20:55:35,server_17,51.68
20:55:35,server_3,68.68
20:55:35,server_19,71.79
20:55:35,server_13,0.0
20:55:35,server_20,1686.54
20:55:35,server_18,39.74
20:55:35,server_12,66.51
20:55:35,server_1,8.77
20:55:35,server_10,96.94
20:55:35,server_2,19.87
20:55:35,server_4,119.69
20:55:35,server_5,99.41
20:55:35,server_11,95.97
20:55:35,server_7,31.47
20:55:35,server_8,179.18
20:55:35,server_9,71.84
20:55:35,server_6,137.45
20:55:40,server_12,161.2
20:55:40,server_19,1248.76
20:55:40,server_18,59.24
20:55:40,server_17,978.41
20:55:40,server_16,5874.62
20:55:40,server_15,71.32
20:55:40,server_14,0.0
20:55:40,server_13,78.21
20:55:40,server_20,90.84
20:55:40,server_11,79.77
20:55:40,server_9,99.48
20:55:40,server_8,154.33
20:55:40,server_7,77.85
20:55:40,server_6,15.45
20:55:40,server_5,95.01
20:55:40,server_4,663.98
20:55:40,server_3,23.87
20:55:40,server_2,94.09
20:55:40,server_1,102.48
20:55:40,server_10,62.59
20:55:45,server_12,543.34
20:55:45,server_13,77.42
20:55:45,server_14,108.08
20:55:45,server_15,33.54
20:55:45,server_11,27.44
20:55:45,server_17,53.22
20:55:45,server_18,869.13
20:55:45,server_19,7188.33
20:55:45,server_16,130.41
20:55:45,server_20,189.13
20:55:45,server_10,148.88
20:55:45,server_8,7335.08
20:55:45,server_7,1693.31
20:55:45,server_6,64.78
20:55:45,server_5,78.6
20:55:45,server_4,6857.24
20:55:45,server_3,81.86
20:55:45,server_2,96.46
20:55:45,server_1,7312.67
20:55:45,server_9,46.36
20:55:50,server_13,69.51
20:55:50,server_14,25.9
20:55:50,server_15,1691.44
20:55:50,server_16,51.19
20:55:50,server_20,73.3
20:55:50,server_18,101.15
20:55:50,server_19,0.0
20:55:50,server_12,189.34
20:55:50,server_17,52.1
20:55:50,server_11,0.0
20:55:50,server_10,107.91
20:55:50,server_9,88.25
20:55:50,server_2,1812.85
20:55:50,server_3,0.82
20:55:50,server_4,1233.88
20:55:50,server_1,12.62
20:55:50,server_6,58.46
20:55:50,server_7,53.08
20:55:50,server_8,0.0
20:55:50,server_5,1778.74
20:55:55,server_12,106.38
20:55:55,server_19,6.02
20:55:55,server_18,52.87
20:55:55,server_17,47.68
20:55:55,server_16,0.0
20:55:55,server_15,43.02
20:55:55,server_14,109.8
20:55:55,server_13,0.63
20:55:55,server_11,67.57
20:55:55,server_20,1813.85
20:55:55,server_9,0.0
20:55:55,server_1,130.28
20:55:55,server_2,1179.05
20:55:55,server_3,170.74
20:55:55,server_4,1702.44
20:55:55,server_10,69.19
20:55:55,server_6,4633.15
20:55:55,server_7,124.44
20:55:55,server_8,0.0
20:55:55,server_5,1048.48
20:56:00,server_12,0.0
20:56:00,server_19,2.98
20:56:00,server_18,156.62
20:56:00,server_17,1938.18
20:56:00,server_16,0.0
20:56:00,server_15,0.0
20:56:00,server_14,51.06
20:56:00,server_13,53.91
20:56:00,server_11,96.45
20:56:00,server_20,910.79
20:56:00,server_9,48.86
20:56:00,server_1,9.42
20:56:00,server_2,1860.6
20:56:00,server_3,83.94
20:56:00,server_4,20.91
20:56:00,server_10,62.44
20:56:00,server_6,55.03
20:56:00,server_7,36.78
20:56:00,server_8,30.92
20:56:00,server_5,33.3
20:56:05,server_11,103.64
20:56:05,server_19,1778.04
20:56:05,server_18,0.0
20:56:05,server_17,0.0
20:56:05,server_16,1710.78
20:56:05,server_15,111.12
20:56:05,server_14,1324.59
20:56:05,server_13,3670.5
20:56:05,server_12,85.91
20:56:05,server_20,728.61
20:56:05,server_10,6430.7
20:56:05,server_8,0.0
20:56:05,server_7,0.0
20:56:05,server_6,66.88
20:56:05,server_5,11.52
20:56:05,server_4,49.72
20:56:05,server_3,8181.5
20:56:05,server_2,0.0
20:56:05,server_1,92.69
20:56:05,server_9,102.07
20:56:10,server_13,17.96
20:56:10,server_14,7253.49
20:56:10,server_15,139.76
20:56:10,server_12,5884.71
20:56:10,server_17,12.77
20:56:10,server_18,97.0
20:56:10,server_19,61.79
20:56:10,server_16,74.96
20:56:10,server_11,4712.92
20:56:10,server_20,1578.39
20:56:10,server_9,86.32
20:56:10,server_1,90.31
20:56:10,server_2,183.95
20:56:10,server_3,69.6
20:56:10,server_4,5.93
20:56:10,server_10,86.63
20:56:10,server_6,61.25
20:56:10,server_7,103.94
20:56:10,server_8,0.0
20:56:10,server_5,0.0
20:56:15,server_19,43.81
20:56:15,server_18,83.15
20:56:15,server_17,26.28
20:56:15,server_16,160.31
20:56:15,server_15,8427.37
20:56:15,server_14,98.44
20:56:15,server_13,0.0
20:56:15,server_12,0.0
20:56:15,server_11,63.32
20:56:15,server_20,144.94
20:56:15,server_9,41.57
20:56:15,server_1,117.17
20:56:15,server_2,108.03
20:56:15,server_3,29.91
20:56:15,server_4,1865.46
20:56:15,server_10,105.19
20:56:15,server_6,85.16
20:56:15,server_7,4423.3
20:56:15,server_8,111.34
20:56:15,server_5,77.88
20:56:20,server_11,84.11
20:56:20,server_19,54.15
20:56:20,server_18,62.83
20:56:20,server_17,109.86
20:56:20,server_16,51.92
20:56:20,server_15,5.51
20:56:20,server_14,67.4
20:56:20,server_13,60.54
20:56:20,server_12,26.01
20:56:20,server_20,73.43
20:56:20,server_10,6.87
20:56:20,server_8,113.62
20:56:20,server_9,102.91
20:56:20,server_1,1917.35
20:56:20,server_2,0.0
20:56:20,server_3,27.12
20:56:20,server_5,0.0
20:56:20,server_6,62.62
20:56:20,server_7,197.94
20:56:20,server_4,1.03
20:56:25,server_20,67.24
20:56:25,server_11,0.0
20:56:25,server_18,0.0
20:56:25,server_17,153.96
20:56:25,server_16,93.74
20:56:25,server_15,13.74
20:56:25,server_14,139.72
20:56:25,server_13,0.0
20:56:25,server_12,142.6
20:56:25,server_19,88.0
20:56:25,server_10,39.15
20:56:25,server_8,8344.57
20:56:25,server_1,37.29
20:56:25,server_2,65.94
20:56:25,server_3,64.14
20:56:25,server_9,115.08
20:56:25,server_5,109.49
20:56:25,server_6,1229.7
20:56:25,server_7,99.1
20:56:25,server_4,0.0
20:56:30,server_12,975.06
20:56:30,server_19,0.0
20:56:30,server_18,12.38
20:56:30,server_17,7.21
20:56:30,server_16,117.57
20:56:30,server_15,4172.31
20:56:30,server_14,24.39
20:56:30,server_13,176.14
20:56:30,server_11,156.58
20:56:30,server_20,92.38
20:56:30,server_9,0.0
20:56:30,server_1,49.7
20:56:30,server_2,19.28
20:56:30,server_3,109.93
20:56:30,server_4,5690.47
20:56:30,server_10,200.4
20:56:30,server_6,8.91
20:56:30,server_7,44.91
20:56:30,server_8,0.0
20:56:30,server_5,108.17
20:56:35,server_11,29.91
20:56:35,server_19,7.22
20:56:35,server_18,167.24
20:56:35,server_17,14.15
20:56:35,server_16,72.68
20:56:35,server_15,100.59
20:56:35,server_14,167.77
20:56:35,server_13,1268.66
20:56:35,server_12,864.5
20:56:35,server_20,7323.37
20:56:35,server_10,107.0
20:56:35,server_8,95.61
20:56:35,server_7,88.26
20:56:35,server_6,0.0
20:56:35,server_5,138.0
20:56:35,server_4,0.0
20:56:35,server_3,0.0
20:56:35,server_2,5261.73
20:56:35,server_1,88.89
20:56:35,server_9,34.37
20:56:40,server_13,8796.7
20:56:40,server_14,29.7
20:56:40,server_16,128.61
20:56:40,server_12,0.0
20:56:40,server_18,78.48
20:56:40,server_19,28.12
20:56:40,server_20,25.78
20:56:40,server_17,5274.18
20:56:40,server_11,1793.8
20:56:40,server_15,955.95
20:56:40,server_9,47.16
20:56:40,server_2,120.29
20:56:40,server_3,25.42
20:56:40,server_4,70.03
20:56:40,server_5,74.97
20:56:40,server_1,27.35
20:56:40,server_6,64.87
20:56:40,server_7,51.72
20:56:40,server_8,96.12
20:56:40,server_10,111.43
20:56:45,server_12,1740.91
20:56:45,server_20,123.33
20:56:45,server_19,86.17
20:56:45,server_18,79.89
20:56:45,server_17,85.45
20:56:45,server_16,71.23
20:56:45,server_15,0.0
20:56:45,server_14,142.79
20:56:45,server_13,66.89
20:56:45,server_11,5.9
20:56:45,server_10,106.89
20:56:45,server_9,44.02
20:56:45,server_2,22.47
20:56:45,server_3,1872.62
20:56:45,server_4,50.53
20:56:45,server_1,981.73
20:56:45,server_6,96.13
20:56:45,server_7,109.87
20:56:45,server_8,49.65
20:56:45,server_5,53.6
20:56:50,server_12,104.09
20:56:50,server_19,136.44
20:56:50,server_18,109.99
20:56:50,server_17,48.62
20:56:50,server_16,92.64
20:56:50,server_15,124.75
20:56:50,server_14,1623.28
20:56:50,server_13,5384.66
20:56:50,server_11,17.29
20:56:50,server_20,61.81
20:56:50,server_9,0.0
20:56:50,server_1,80.04
20:56:50,server_2,26.64
20:56:50,server_3,66.29
20:56:50,server_4,18.69
20:56:50,server_10,3.2
20:56:50,server_6,4086.17
20:56:50,server_7,97.67
20:56:50,server_8,52.84
20:56:50,server_5,0.0
20:56:55,server_12,107.89
20:56:55,server_19,69.01
20:56:55,server_18,89.21
20:56:55,server_17,0.0
20:56:55,server_16,38.33
20:56:55,server_15,183.59
20:56:55,server_14,6456.4
20:56:55,server_13,94.2
20:56:55,server_11,791.79
20:56:55,server_20,41.07
20:56:55,server_9,58.94
20:56:55,server_1,33.4
20:56:55,server_2,12.71
20:56:55,server_3,158.53
20:56:55,server_4,133.68
20:56:55,server_10,8975.57
20:56:55,server_6,70.76
20:56:55,server_7,101.48
20:56:55,server_8,100.38
20:56:55,server_5,87.08
20:57:00,server_11,107.7
20:57:00,server_19,44.81
20:57:00,server_18,950.51
20:57:00,server_17,10.04
20:57:00,server_16,98.46
20:57:00,server_15,54.7
20:57:00,server_14,4454.58
20:57:00,server_13,31.3
20:57:00,server_12,34.65
20:57:00,server_20,67.41
20:57:00,server_10,46.92
20:57:00,server_8,118.66
20:57:00,server_7,71.47
20:57:00,server_6,171.69
20:57:00,server_5,1043.8
20:57:00,server_4,161.0
20:57:00,server_3,111.54
20:57:00,server_2,14.35
20:57:00,server_1,9973.88
20:57:00,server_9,0.0
20:57:05,server_13,82.0
20:57:05,server_14,94.14
20:57:05,server_15,42.35
20:57:05,server_12,27.31
20:57:05,server_17,141.97
20:57:05,server_18,87.5
